id_proyek,P001_biaya,P002_biaya,F001_biaya,F002_biaya,F003_biaya,S001_biaya,S002_biaya,S003_biaya,D001_biaya,D002_biaya,A001_biaya,A002_biaya,FN001_biaya,FN002_biaya,FN003_biaya,M001_biaya,M002_biaya,M003_biaya,total_biaya
PROJ_0214,8266650.0,13742500.000000002,75281250.0,187223700.0,762492500.0,872784000.0,880628000.0,1039549000.0,91397500.0,25844400.000000004,69776900.0,61892500.0,52336200.0,191278750.0,566370000.0,73605750.0,57179850.0,54020250.0,5083669700.0
PROJ_0215,2904000.0,6761250.0,22900499.999999996,72268400.0,338801500.0,421496000.0,365706600.0,436752200.0,33335000.0,15317550.0,31456300.0,25044850.0,21977900.000000004,61728750.0,227200500.0,31975300.0,18353400.0,22240500.0,2156220500.0
PROJ_0216,8503950.0,16913000.0,110904000.0,254961450.0,1461252000.0,1486047000.0,1514325400.0,1485264000.0,133458750.00000001,48325950.0,97480600.0,48492750.0,81267200.0,238225000.0,928912500.0,63188150.0,57464550.0,70892250.0,8105878500.0
PROJ_0217,5730300.0,8774750.0,27092250.0,84583850.0,312715000.0,392017500.0,339766000.0,315744700.0,36873750.0,12015000.0,51767900.0,49422800.0,15244600.0,59658750.0,217638000.0,51495550.0,44061550.0,36615000.0,2061217250.0
PROJ_0218,5137650.0,7726250.0,51695250.0,121755900.0,581349000.0,634932500.0,593615400.0,608898100.0,62091250.0,20409750.0,46263700.0,23211350.0,23137800.0,64362500.0,309469500.0,21400450.0,16164850.0,24632250.0,3216253450.0
PROJ_0219,5564100.0,9010500.0,29220750.0,55278000.0,316191500.0,323456000.0,359963800.0,343409100.0,26397500.0,12196800.0,52427650.0,27186150.0,13503350.0,41625000.0,128997000.00000001,29597850.0,18749900.0,20367000.0,1813141950.0
PROJ_0220,2262150.0,2963500.0,26614500.0,85401550.0,294321000.0,412243000.0,423203200.0,320798400.0,35357500.0,10597050.0,23224650.0,11923450.0,21703850.0,58118750.0,254259000.0,15239650.0,12099100.0,15485250.0,2025815550.0
PROJ_0221,2389950.0,4642250.0,15681000.000000002,38189550.0,206176000.0,255179500.0,320822600.0,320720800.0,29727500.0,7962300.0,23461000.0,17498050.0,12529650.0,51533750.0,155839500.0,18343000.0,17269200.0,15677250.0,1513642850.0
PROJ_0222,7176600.0,9305750.0,48989250.00000001,134657800.0,595731000.0,845614000.0,735176400.0,904486200.0,92801250.0,27454500.0,54132850.0,39253050.0,78689800.0,261416250.0,763029000.0,69615000.0,51785500.0,56339250.00000001,4775653450.0
PROJ_0223,1228050.0,2891750.0,18996750.0,47219400.0,212287500.0,312635500.0,306632200.0,279389100.0,28278750.0,11203200.0,12836850.0,10745450.0,9396100.0,31983750.0,154759500.0,9269250.0,5909150.0,8268750.0,1463931000.0
PROJ_0224,7503600.0,11651750.0,28197000.0,67412150.0,258604000.0,360658000.0,338178400.0,282687100.0,39215000.0,12152700.0,79815250.0,52322200.0,29549100.0,94751250.0,442615500.0,88513050.0,68957850.0,73128000.0,2335911900.0
PROJ_0225,7659750.0,11519000.0,52457249.99999999,119807850.0,673404000.0,895346500.0,738753400.0,740779300.0,79470000.0,23026500.0,101128800.00000001,53464100.0,54715150.0,202245000.0,981882000.0,85264350.0,77248600.0,72188250.0,4970359800.0
PROJ_0226,3659700.0,8004250.0,53743500.0,124590100.0,709248500.0,997984500.0,836479000.0,757521500.0,99487500.0,32146650.0,45965000.0,29073800.000000004,31504550.0,99436250.0,348930000.0,25681050.0,19636500.0,24608250.0,4247700600.0
PROJ_0227,1525800.0,2271750.0,22182000.0,57444350.0,245055000.0,346512500.0,331004800.0,254712299.99999997,30530000.0,11263500.0,16738800.0,9080100.0,10704750.0,36753750.0,135342000.0,6958950.0,7457450.0,8643750.0,1534181550.0
PROJ_0228,2091450.0,3497249.9999999995,25332750.0,78898800.0,338954500.0,387277000.0,301889000.0,395692100.0,31285000.0,13059000.0,22582300.0,12540950.0,17527300.0,72733750.0,240601499.99999997,14433000.000000002,13033150.0,14231250.0,1985660050.0
PROJ_0229,7393950.0,12197000.0,37514250.0,120026150.0,578365500.0,719862500.0,552230000.0,611555900.0,60241250.0,19523700.0,69863900.0,39162800.0,46004700.0,207491250.0,633294000.0,86011500.0,49682750.0,71730000.0,3922151100.0
PROJ_0230,10718400.0,20893500.0,124776750.0,262631550.00000003,1332230500.0,1391085000.0,1662334800.0,1327095800.0,145492500.0,46958400.0,133253550.0,74027800.0,135471700.0,440801250.0,1538721000.0,111899100.0,113108450.0,125472000.0,8996972050.0
PROJ_0231,9100500.0,19529250.0,34391250.0,70692200.0,407473000.0,422028000.0,451682000.0,545421300.0,42795000.0,19738800.0,116881600.0,81624000.0,43386000.0,169978750.0,503748000.0,123245750.0,93017600.0,123876000.0,3278609000.0
PROJ_0232,5767350.0,11446500.0,61148249.99999999,129783050.0,721480000.0,734017500.0,693477400.0,816128900.0,71648750.0,21474000.0,57744800.0,40125150.0,43035300.0,160508750.0,508617000.0,47678200.0,43886050.0,57054750.0,4225021700.0
PROJ_0233,1319700.0,1832999.9999999998,12233250.000000002,41212450.0,186311500.0,137351000.0,194814200.0,143210800.0,13205000.0,6355800.0,11768200.0,7340650.0,6504750.0,22715000.0,59260500.0,7115349.999999999,5766150.0,6121500.0,864438800.0
PROJ_0234,2022450.0000000002,3035250.0,7133250.0,18381600.0,108587500.0,141550000.0,102243400.0,101297100.0,12490000.0,3359250.0000000005,13557500.0,12404150.0,4430300.0,16281250.0,53910000.0,8923300.0,8539050.0,7792500.0,625937850.0
PROJ_0235,4068600.0,8601500.0,28759500.0,76627000.0,262123000.0,367754500.0,335728400.0,339335100.0,34735000.0,10216350.0,47004650.0,29899350.0,11630500.0,43165000.0,143757000.0,20949100.0,16914950.0,26408250.0,1807677750.0
PROJ_0236,6839700.0,11394750.0,31285500.0,90267050.0,480402999.99999994,589161500.0,460511800.0,570233900.0,43886250.0,18382050.0,53207750.0,31957050.0,37273950.0,186297500.0,632367000.0,76556100.0,49320700.0,55602000.0,3424947550.0
PROJ_0237,3933750.0,7273250.0,58836000.0,169489600.0,794342000.0,1002553999.9999999,806559600.0,899500400.0,74173750.0,24470100.0,43660950.0,26927750.0,31804500.0,87053750.0,449689500.0,28302450.000000004,17817150.0,23903250.0,4550291750.0
PROJ_0238,7462950.0,15177000.000000002,143661750.0,346419900.0,1590027000.0,1426947500.0,1685345200.0,1591673000.0,118222500.0,42195600.0,96559850.0,59920300.0,73328850.0,302210000.0,995273999.9999999,67749250.0,52193050.0,64995750.0,8679363450.0
PROJ_0239,4372350.0,6770000.0,19869750.0,53272599.99999999,242828000.0,312331500.0,234798200.0,310419400.0,26545000.0,7887150.0,41020500.0,27252650.0,9327500.0,36878750.0,109309500.0,19764200.0,16135600.0,19087500.0,1497870150.0
PROJ_0240,1617600.0,2845500.0,24488250.0,48262800.0,241357500.0,270664500.0,347557000.0,287857200.0,30305000.0,12060900.0,15491800.0,8733350.0,9797900.0,39800000.0,137673000.0,7128100.0,7472400.0,7537500.0,1500650300.0
PROJ_0241,2025750.0000000002,3000750.0,19467750.0,47126900.0,210766000.0,292980000.0,289854600.0,336638500.0,32119999.999999996,8725050.0,17734950.0,15410900.0,28616000.0,97720000.0,248611500.0,20896400.0,14503450.0,23102249.999999996,1709300750.0
PROJ_0242,5730750.0,9300750.0,28354500.0,61671600.0,327284000.0,314060500.0,422154600.0,431814900.0,39561250.0,12425400.0,60652050.0,38180500.0,11024650.0,40610000.0,175630500.0,28800550.0,20389200.0,23920500.0,2051566200.0
PROJ_0243,5317050.0,10139000.0,80020500.0,164757300.0,943457500.0,975393500.0,1019670400.0,970814800.0,113971250.0,43601400.0,64085650.00000001,34398550.0,48563900.0,165576250.0,785200500.0,43508950.0,47341450.0,47664750.0,5563482700.0
PROJ_0244,8393100.0,15819999.999999998,84488250.0,285453150.0,999591500.0,1649361500.0,1514815400.0,1221889600.0,157415000.0,40549500.0,74650350.0,63992000.0,71897700.0,300168750.0,988366500.0,74339300.0,49669100.0,53346000.0,7654206700.0
PROJ_0245,7398150.0,8764500.0,78981000.0,175065500.0,801371500.0,1128999000.0,1255938600.0,1233898200.0,119457500.0,34371450.0,64513400.0,34443200.0,60049150.0,179755000.0,719959500.0,46068300.0,45786000.0,52790250.0,6047610200.0
PROJ_0246,6526050.0,7733750.000000001,101803500.00000001,188624150.0,890426000.0,1066213499.9999999,1108781800.0,1235469600.0,101597500.0,39089250.0,58221849.99999999,40736950.0,42750050.0,147097500.0,438394500.0,36193000.0,20022600.0,25676250.0,5555357800.0
PROJ_0247,4801200.0,10376250.0,55278000.0,152684200.0,620840000.0,798617500.0,824581800.0,679232800.0,75628750.0,29588400.0,57444650.0,30676450.000000004,29060500.0,89815000.0,282100500.0,28509850.000000004,25260300.0,26962500.0,3821458650.0
PROJ_0248,6531150.0,9052250.0,80655000.0,164056150.0,864008000.0,945421000.0,831147800.0,705849600.0,81945000.0,34852050.0,69569550.0,34097400.0,31172400.0,94736250.0,314190000.0,36618850.0,26269100.0,30775499.999999996,4360947050.0
PROJ_0249,3070500.0,4229250.0,14482500.0,31692350.0,125706499.99999999,179920500.0,230241200.0,191836900.0,15263750.0,7005600.0,31109750.0,20001300.0,6517350.0,21505000.0,84078000.0,17328950.0,13464750.0,15306000.000000002,1012760150.0
PROJ_0250,10651800.0,15319250.0,37150500.0,76915600.0,337747500.0,503423999.99999994,551887000.0,587150700.0,53652500.0,19831500.0,123457350.0,79220500.0,33911150.0,158222500.0,459931500.0,101212050.0,81072550.0,122474250.0,3353232200.0
PROJ_0251,9285150.0,16631000.0,84007500.0,201255949.99999997,681683000.0,1130975000.0,1150578800.0,1151855600.0,80903750.0,28652850.0,103614100.0,50471600.0,46756500.0,173147500.0,539185500.0,58121300.0,65858000.0,73009500.0,5645992600.0
PROJ_0252,9907800.0,12953500.0,50352000.0,135712300.0,630598000.0,633783000.0,906000200.0,966905700.0,76467500.0,25999650.0,83933250.0,48172600.0,59962700.0,236451250.0,827316000.0,98126550.0,84002100.0,75702750.0,4962346850.0
PROJ_0253,6825150.0,11434500.0,23945250.0,71139900.0,357085000.0,451297500.0,424957400.0,383596200.0,32231250.000000004,12932999.999999998,80952050.0,65262150.0,32551050.0,104075000.0,385204500.0,81502250.0,85140900.0,69015000.0,2679148050.0
PROJ_0254,5748750.0,10391000.0,120417750.0,266659000.00000003,1274898000.0,1407339500.0,1273794200.0,1740742600.0,125201250.0,41806350.0,71026800.0,37682700.0,41898500.0,199947500.0,640444500.0,36276300.0,29066700.0,38973750.0,7362315150.0
PROJ_0255,7401750.0,12635500.0,62476500.0,153561100.0,804465500.0,790077000.0,708804600.0,862087500.0,84005000.0,24525000.0,94289150.0,53182900.00000001,79254350.0,282098750.0,870291000.0,120438200.0,92504100.0,76269750.0,5178367650.0
PROJ_0256,1420650.0,2600250.0,15010499.999999998,42315050.0,184509500.0,246790999.99999997,207975600.0,235826400.0,19093750.0,6139800.0,16606850.0,7601900.0,5756800.0,23643750.0,96727500.0,7961950.0,5372250.0,6953249.999999999,1132306750.0
PROJ_0257,6640650.0,9886750.0,37489500.0,77219000.0,383426500.0,544283500.0,579307400.0,476260300.0,45931250.0,15951150.000000002,84549500.0,41037150.0,15068200.0,60270000.0,194278500.0,36150500.0,26865150.0,39048000.0,2673663000.0
PROJ_0258,8049450.0,13611250.000000002,106827749.99999999,221041700.0,1274065000.0,1466942500.0,1552859000.0,1491113100.0,121130000.0,42212250.0,78178200.0,44338400.0,66096450.0,196755000.0,694728000.0,76786450.0,53868750.0,59209500.0,7567812750.0
PROJ_0259,1264200.0,2313500.0,7807500.0,17665650.0,79636500.0,92549000.0,91032200.0,103654200.0,10731250.0,3142350.0,12487400.0,8303950.0,3056199.9999999995,13457500.0,43848000.0,7219050.000000001,5549050.0,6563250.0,510280750.0
PROJ_0260,8120400.0,16797250.0,74726250.0,174438350.0,662252000.0,1010325000.0,1038947000.0000001,855569100.0,92955000.0,33311700.0,116745300.0,57533900.0,68062050.0,275321250.0,814999500.0,109151050.00000001,96344300.0,85669500.0,5591268900.0
PROJ_0261,1357950.0,2750500.0,13833000.0,34017800.0,160080500.0,168131000.0,170353400.0,210257200.0,17632500.0,6067350.000000001,10840200.0,9949350.0,5235300.0,25300000.0,78889500.0,8128550.0,5376150.0,5948999.999999999,934149250.0
PROJ_0262,1162800.0,2062249.9999999998,10077000.000000002,27585350.000000004,127168500.00000001,141721000.0,169226400.0,140126200.0,15360000.0,4656150.0,11763850.0,7167750.0,13131650.0,46545000.0,200209500.0,12952300.0,11211850.0,10215750.0,952343300.0
PROJ_0263,578550.0,850750.0,2977500.0,8097450.000000001,39567500.0,43975500.0,46677400.0,38101600.0,3341250.0,1648350.0,5153300.0,3258499.9999999995,1686300.0,6075000.0,19309500.0,3315850.0,3020550.0,2711999.9999999995,230346850.0
PROJ_0264,6489450.0,10493500.0,116706000.0,288574100.0,1203778500.0,981986500.0000001,1191268400.0,1066592599.9999999,128436250.0,34272450.0,57466400.0,49565300.0,57340500.0,236932500.0,623448000.0,63598700.0,35373650.0,40630500.0,6192953300.0
PROJ_0265,2554800.0,3842750.0,40384500.0,77803600.0,359167500.0,591631500.0,494615800.0,588421400.0,57088750.0,15390450.0,27792150.0,14912150.0,17362450.0,54148750.0,265184999.99999997,15061999.999999998,11265800.0,15406499.999999998,2652035850.0
PROJ_0266,3823950.0,7891750.0,29699250.0,78882150.0,359873000.0,455088000.0,334581800.0,434375700.0,40833750.0,13860900.0,38488800.0,32811100.0,28084350.0,113731250.0,413019000.0,40131900.0,38649000.0,34215750.0,2498041400.0
PROJ_0267,2843850.0,5013500.0,24810000.0,70575650.0,258119500.0,418741000.0,448065800.0,323407700.0,37901250.0,12701700.0,25841900.0,18101300.0,12264350.0,45766250.0,141349500.0,14233249.999999998,13111150.0,11140500.0,1883988150.0
PROJ_0268,8836950.0,12385000.0,96839250.0,216422249.99999997,926517000.0,1066441499.9999999,1191572200.0,1431458100.0,113817500.0,40325850.0,96335100.0,54676300.0,96344500.0,331262500.0,1097613000.0,104633300.0,84708650.0,98848500.0,7069037450.0
PROJ_0269,2255700.0,3199500.0,11922750.0,33966000.0,174802500.0,198341000.0,187189800.0,199684200.0,19296250.0,7314300.0,22309700.000000004,12870599.999999998,13846350.0,54372500.0,182295000.0,26113700.000000004,17018950.0,19356000.0,1186154800.0
PROJ_0270,789000.0,1478000.0,12701250.0,26467950.0,163888500.0,165661000.0,176223600.0,158148800.0,17158750.0,6536700.0,9358300.0,4366200.0,6993350.0,22712500.0,69075000.0,4197300.0,3342950.0,4831500.0,853930650.0
PROJ_0271,3444000.0,6169250.0,40667250.0,106476749.99999999,452863000.0,576555000.0,469508200.0,615271000.0,45605000.0,15354900.000000002,46124500.0,22354450.0,37466100.0,164455000.0,522787500.0,36339200.0,33881900.0,41467500.0,3236790500.0
PROJ_0272,938550.0,1207000.0,4295250.0,11660550.0,41148500.0,51680000.0,48353200.0,60343700.0,4916250.0,2196900.0,9620750.0,4700600.0,2076900.0000000002,6193750.0,20340000.0,5252150.0,3543800.0,4950750.0,283418600.0
PROJ_0273,11381550.0,16148750.000000002,44007750.0,97613400.0,585947500.0,561269500.0,503759199.99999994,538359700.0,53282500.0,19996650.0,96326400.0,61361450.0,36928850.0,149387500.0,553900500.0,108741350.0,93847000.0,109653000.0,3641912550.0
PROJ_0274,1879200.0,4331250.0,15438750.0,34996450.0,168767500.0,191529500.0,243696600.0,217609800.0,19760000.0,8299350.0,26072450.0,16930900.0,15423450.0,53290000.0,239688000.0,24927950.0,20723950.0,24597000.0,1327962100.0
PROJ_0275,1272450.0,2111000.0,20713500.0,46636650.0,251387500.0,265221000.0,246234800.0,268544500.0,23196250.0,9024300.0,12918050.0,10417700.0,13171200.0,39268750.0,159417000.0,13455500.000000002,8106150.0,11376000.0,1402472300.0
PROJ_0276,7727549.999999999,12496750.0,31412250.0,84119500.0,443496000.0,468093500.0,397635000.0,380628000.0,48662500.0,15216300.0,56816800.0,38895850.0,16831150.0,53742500.0,225121500.0,40542450.0,33713550.0,37782000.0,2392933150.0
PROJ_0277,1988550.0,3908750.0,17821500.0,65073750.0,226006500.0,327484000.0,361198600.0,271095600.0,33491250.0,8518950.0,20820550.0,13809200.000000002,9771650.0,38020000.0,154255500.0,11630550.000000002,9857900.0,12689250.0,1587442050.0
PROJ_0278,8625150.0,10579250.0,114415500.0,196281300.0,1140708500.0,1395141500.0,1557131800.0,1188376100.0,112978750.0,51360749.99999999,70014700.0,52700300.0,74344550.0,257701250.00000003,773536500.0,60912700.0,60025550.0,57122250.0,7181956400.0
PROJ_0279,2336850.0,4228250.0,8925000.0,28188450.0,99433000.0,107578000.0,137611600.0,112937100.0,11552500.0,5472450.0,31875350.0,15834600.0,10884300.0,34475000.0,121324500.0,33512950.0,24820900.0,31350750.0,822341550.0
PROJ_0280,3540150.0,4583250.0,35777250.0,76023900.0,313344000.0,404443500.0,298429600.0,371413000.0,37013750.0,11162700.0,36703850.0,18813800.0,20276550.0,53002500.0,198283500.0,24771550.0,22707100.0,19687500.0,1949977450.0
PROJ_0281,1076550.0,1391250.0,3825750.0,9053900.0,37451000.0,64001500.00000001,54674200.0,59703500.0,5356250.0,1873350.0,10258750.0,7445150.0,2947700.0,9876250.0,37138500.0,8294300.0,5921500.0,7370250.0,327659650.0
PROJ_0282,1900050.0,3573749.9999999995,9619500.0,23655950.0,103581000.0,117458000.0,128037000.0,100395000.0,10708750.0,3510450.0,16315400.0,15827950.000000002,6495300.0,20361250.0,65731500.0,17799850.0,12306450.0,16349250.0,673626400.0
PROJ_0283,6846150.0,8936000.0,64032750.0,159564350.0,676863500.0,951672000.0,827286600.0,858207500.0,86415000.0,29578050.0,65303650.0,32973549.999999996,57236900.0,158421250.0,541422000.0,38997150.0,40281800.0,38628750.0,4642666950.0
PROJ_0284,8709000.0,12213500.0,43167750.00000001,75807450.0,395267000.0,574541000.0,466578000.0,466356600.0,54147500.0,15778800.0,72790000.0,57810350.0,20371050.0,105188750.0,343804500.0,76194850.0,49662600.0,70274250.0,2908662950.0
PROJ_0285,8288850.000000001,10632000.0,37163250.0,82077100.0,408255000.0,406733000.0,393460200.0,495961000.0,48055000.0,14774400.0,65612500.0,59865200.0,19920950.0,75433750.0,305136000.0,55262750.0,41696850.0,47037000.0,2575364800.0
PROJ_0286,9082350.0,11996000.0,99423750.0,275531600.0,1130525500.0,1095597000.0,1128323000.0,1053022299.9999999,107942500.0,44225550.0,89520100.0,50997900.00000001,84737800.0,374138750.0,997627499.9999999,100567750.00000001,60860150.0,84564750.0,6798684250.0
PROJ_0287,11769300.0,17314250.0,30648000.0,98098100.0,375105000.0,452038500.0,504357000.0,484311300.0,50012500.0,14341500.0,105330900.0,81929900.0,33208349.999999996,143140000.0,557914500.0,137258850.0,94279250.0,118458750.0,3309515950.0
PROJ_0288,5707800.0,10070000.0,113331000.0,274214400.0,1116696000.0,1328622500.0,1357064800.0,1128236100.0,148552500.0,52106400.0,60973950.0,37072800.0,42116200.0,136307500.0,629059500.0,37204500.0,24861200.0,33679500.0,6535876650.0
PROJ_0289,9094950.0,10798750.0,75052500.0,187815700.0,749674500.0,897351000.0,952893200.0,780801500.0,73088750.0,34879500.0,73893450.0,55094300.00000001,46777500.0,180571250.0,627327000.0,73709450.0,52092950.0,56082750.0,4936999000.0
PROJ_0290,3547200.0,5876250.0,17920500.0,38920300.0,203566500.0,246696000.0,216697600.0,239842200.0,27188750.0,9169200.0,40201250.0,23865900.0,9869300.0,34531250.0,93289500.0,25001050.0,12938900.0,19242750.0,1268364400.0
PROJ_0291,2337300.0,3253000.0,26100000.0,58522899.99999999,234565999.99999997,234232000.0,252026600.00000003,249872000.00000003,29137500.0,10147950.0,21191750.0,15220900.0,19694150.000000004,79200000.0,348700500.0,27603750.0,17687800.0,17421750.0,1646915850.0
PROJ_0292,7203900.0,12377500.0,62127750.0,142435200.0,596266500.0,929280500.0,1076559400.0,980631200.0,79527500.0,32653350.0,75165100.0,43052100.0,84676900.0,256532500.00000003,906759000.0,75350800.0,54982200.0,76630500.0,5492211900.0
PROJ_0293,4952250.0,7823250.0,23566500.000000004,61843650.00000001,262615999.99999997,373321500.0,336708400.0,333757600.0,34335000.0,9733950.0,50515100.0,31221749.999999996,11264400.0,44596250.0,162846000.0,31741550.0,20252050.0,22898250.0,1823993450.0
PROJ_0294,4768500.0,7559500.0,19264500.0,46142700.0,230018500.0,223364000.0,268892400.0,224739300.0,23495000.0,9360000.0,45866400.0,28682400.0,14782600.0,50742500.0,166432500.0,44052950.0,27684150.0,36735750.0,1472583650.0
PROJ_0295,5869050.0,10313500.0,31648500.0,70311100.0,383800500.0,344555500.0,427084000.0,351460100.0,31937500.0,16075800.0,75362300.0,54542350.0,19660200.0,57342500.0,261351000.0,58870150.0,35456850.0,58095000.0,2293735900.0
PROJ_0296,811200.0,1416250.0,3217500.0,8332400.0,33005500.0,53447000.0,44511600.0,39682700.0,3536250.0,1632150.0000000002,9672950.0,6151250.0,2439850.0,9645000.0,31612500.0,6155700.0,5234450.0,4829250.0,265333500.0
PROJ_0297,4865550.0,8824000.0,48219749.99999999,159547700.0,743503500.0,723463000.0,852796000.0,750178600.0,62473750.0,24565950.0,47280150.0,32290499.999999996,22637650.0,77100000.0,291370500.0,36060400.0,19788600.0,25455750.000000004,3930421350.0
PROJ_0298,6972450.0,10821250.0,69425250.0,138994200.0,827755500.0,820790500.0,885518200.0,839311900.0,74697500.0,25923150.000000004,64295900.0,47301450.0,32590950.0,133757500.0,553837500.0,49427500.0,36975900.0,54852000.0,4673248600.0
PROJ_0299,877650.0,1709000.0,6450000.0,16017300.0,60367000.0,57731500.0,68619600.0,68423800.0,6398750.0,2039400.0,7302200.0,5122400.0,1839950.0,6477500.0,32130000.000000004,4176900.0,4126850.0,5394000.0,355203800.0
PROJ_0300,645750.0,1152250.0,3073499.9999999995,6515700.0,32010999.999999996,44745000.0,44982000.0,45551200.0,4541250.0,1296900.0,7870600.0,4885850.0,2128000.0,7808750.0,28210500.0,6710750.0,4178200.0,5445000.0,251752200.0
PROJ_0301,7322400.0,13886250.000000002,73621500.0,184228550.0,733975000.0,935389000.0,897670200.0,825761000.0,80655000.0,37405800.0,77647500.0,65541450.0,41987400.0,182173750.0,619897500.0,73611700.0,55186950.0,65189250.00000001,4971150200.0
PROJ_0302,3939900.0000000005,5793500.0,14019750.0,37976800.0,208097000.0,235609500.0,248361400.0,250454000.0,21538750.0,9027450.0,35700450.0,23310150.0,8591100.0,32661250.000000004,105579000.0,22798700.000000004,12452700.0,17844750.0,1293756150.0
PROJ_0303,1525800.0,2318750.0,16063500.0,44155800.0,188139000.0,284544000.0,237806800.0,217289700.0,24115000.0,8073450.0,12326450.0,9882850.0,12470850.0,38140000.0,164119500.0,12255300.0,10125050.0,9947250.0,1293299050.0
PROJ_0304,3400050.0,7437000.0,48407249.99999999,94505400.0,604197000.0,578493000.0,756844200.0,727373900.0,74813750.0,26903700.0,36013650.0,28699500.000000004,30651950.0,124230000.0,441877500.0,26405249.999999996,19706700.0,23334750.0,3653294550.0
PROJ_0305,4749600.0,8398500.0,51906750.0,110933400.0,565998000.0,588458500.0,584932600.0,506243000.0,56818750.0,19584900.0,63131550.0,43751300.0,45112900.0,156771250.0,645084000.0,62088250.00000001,54386800.0,45841500.0,3614191550.0
PROJ_0306,1849200.0,3893500.0,19160250.0,67841350.0,210018000.0,349942000.0,297939600.0,390095200.0,29340000.0,8991450.0,18104700.0,14942550.0,12878600.0,45888750.0,129577500.0,12999050.0,8410350.0,11652750.0,1633524800.0
PROJ_0307,5634000.0,8130750.0,47175000.0,129176250.0,409555500.0,560880000.0,573652800.0,545692900.0,52160000.0,22763700.0,47720950.0,40719850.0,36497650.0,132134999.99999999,432387000.0,40478700.0,29375450.0,36279000.0,3150414500.0
PROJ_0308,3220200.0,5367750.0,32370000.0,77964550.0,386588500.0,433941000.0,582031800.0,429448100.0,42928750.0,15847200.000000002,24194700.000000004,17774500.0,27176100.0,72718750.0,316053000.0,22240249.999999996,15338700.0,16408500.0,2521612350.0
PROJ_0309,2386950.0,3608250.0000000005,24956250.0,72784550.0,323646000.0,431205000.0,366284800.0,404490000.0,37315000.0,11173950.0,23381250.0,16823550.0,13703549.999999998,43081250.0,140346000.0,17810900.0,9625850.0,15518250.0,1958141350.0
PROJ_0310,4803450.0,8090750.0,71689500.0,139710150.0,765289000.0,985235499.9999999,1012271400.0000001,828923200.0,74593750.0,28663650.0,40991500.0,27873950.000000004,33958400.0,118376250.0,411858000.0,21933400.0,18368350.0,19968000.0,4612598200.0
PROJ_0311,6778500.0,10161750.0,47304000.0,112526250.0,589373000.0,581020000.0,659883000.0,588208000.0,71212500.0,24925950.0,73101750.0,43998300.0,69777400.0,217735000.0,812574000.0,87012800.0,73772400.0,87847500.0,4157212100.0
PROJ_0312,2337450.0,4398250.0,7291500.0,21389700.0,88910000.0,91437500.0,138915000.0,133442900.0,9987500.0,4705200.0,23437799.999999996,16295350.0,10877650.0,31400000.0,120199500.0,29636100.000000004,18113550.0,23762999.999999996,776537950.0
PROJ_0313,5632650.0,10881000.0,52096500.0,134324800.0,749479000.0,732754000.0,849072000.0,941336500.0,89932500.0,24525000.0,71724250.0,44882750.0,66564750.0,280871250.0,998149500.0,71893850.0,54081300.0,66699750.0,5244901350.0
PROJ_0314,9912000.0,14202750.0,77351999.99999999,186424500.0,891352500.0000001,1133720500.0,868113400.0,848429900.0,94971250.0,32377500.0,88969100.0,63444800.0,56517650.0,166438750.0,673668000.0,61710000.0,54445300.0,50112750.0,5372162650.0
PROJ_0315,2050499.9999999998,3474499.9999999995,22403250.0,53524200.0,218909000.00000003,228883500.0,249027800.0,346406400.0,31912500.0,9140400.0,19076200.0,13480500.0,25702250.0,80426250.0,253966500.0,22303150.0,16045900.0,19041000.0,1615773800.0
PROJ_0316,7397250.0,15155500.0,36004500.0,79820100.0,412445500.0,494931000.0,572672800.0,599266000.0,40482500.0,19725750.0,96871600.0,63180699.99999999,23683800.0,83501250.0,257224500.0,86692350.0,57942300.0,61620000.0,3008617400.0
PROJ_0317,4052249.9999999995,5417500.0,23084250.0,68721950.0,302617000.0,412404500.0,405847400.0,393044000.0,39863750.0,10543050.0,44198900.0,29223900.0,28189350.0,97157500.0,352665000.0,39685650.0,34843250.0,34020750.0,2325579950.0
PROJ_0318,9573450.0,12630500.0,48645000.0,137301450.0,596190000.0,999409500.0,794437000.0,758704900.0,70296250.0,27346950.0,96729500.0,67657100.0,66208100.0,262597500.00000003,893542500.0,116137200.0,80154100.0,82436250.0,5119997250.0
PROJ_0319,8029649.999999999,13959250.0,87868500.0,262611200.0,1162927500.0,909140500.0,1189631800.0,1098980900.0,100378750.0,35838900.0,87382800.0,52384899.99999999,87931550.0,253546250.0,1090719000.0,97884300.0,69800250.0,60913499.99999999,6669929500.0
PROJ_0320,2777250.0,4536750.0,19620000.0,38431900.0,223728499.99999997,183787000.0,214120200.0,240113800.0,24935000.0,7265700.0,28398250.0,18985750.0,15137500.0,59905000.0,260959500.0,30088300.0,19967350.0,25584750.0,1418342500.0
PROJ_0321,2131500.0,3726000.0,33276750.0,62975850.00000001,299395500.0,363726500.0,515911200.00000006,507348799.99999994,45653750.0,12436200.0,20305800.0,11304050.0,13528200.0,46248750.0,207756000.0,9916100.0,9356750.0,12174000.0,2177171700.0
PROJ_0322,5078550.0,6549500.0,27479250.0,61610549.99999999,263075000.0,350198500.0,391059200.0,333030100.0,31895000.0,11124450.0,37866750.0,33361150.0,9377550.0,37715000.0,135333000.0,24419650.0,19676800.0,24740250.0,1803590250.0
