id_proyek,P001,P002,F001,F002,F003,S001,S002,S003,D001,D002,A001,A002,FN001,FN002,FN003,M001,M002,M003
PROJ_0168,267.32,250.16,355.23,349.65,291.36,365.88,397.42,332.37,276.86,258.87,261.13,218.03,869.19,934.21,698.11,462.81,400.72,397.0
PROJ_0169,215.26,179.53,169.6,163.79,214.56,148.65,179.9,150.73,99.38,128.8,156.13,208.71,202.53,247.15,249.28,294.2,218.64,292.0
PROJ_0170,891.66,668.75,1356.36,1677.99,1288.46,1745.45,1807.41,1336.46,1218.45,1229.0,732.68,914.91,3224.66,3525.01,4247.37,1306.5,1682.67,1239.96
PROJ_0171,494.66,412.41,1596.46,1663.64,1698.97,1629.2,1460.2,1513.24,995.89,1157.64,569.15,620.77,1665.86,1860.57,2034.26,656.59,659.16,887.69
PROJ_0172,650.04,582.54,415.0,426.73,466.91,572.33,584.77,519.2,384.47,330.63,813.72,631.63,937.34,1323.1,1274.54,1230.15,1428.54,1317.39
PROJ_0173,289.0,284.47,637.73,761.12,730.46,687.54,606.3,804.24,525.19,577.14,262.39,326.28,708.95,579.93,546.15,281.77,282.75,304.43
PROJ_0174,174.45,170.35,397.28,307.95,351.05,443.81,359.02,366.45,264.08,240.11,197.9,163.12,852.35,1123.05,1094.4,332.26,346.5,369.56
PROJ_0175,203.66,200.67,548.06,547.6,622.94,678.15,680.98,497.93,442.37,370.43,192.33,208.82,527.28,447.45,554.02,172.45,201.26,167.57
PROJ_0176,634.78,502.03,1190.95,1273.18,1123.27,1385.17,1615.22,1300.79,932.38,941.66,496.95,687.61,2437.73,1694.55,2285.34,906.54,992.58,777.61
PROJ_0177,102.39,109.9,127.97,122.24,110.73,110.61,134.39,140.67,86.01,95.64,107.53,111.04,113.12,124.35,133.39,109.51,104.94,106.34
PROJ_0178,310.35,334.07,252.88,294.26,262.68,312.82,372.44,299.43,253.25,281.3,404.45,345.65,426.28,470.93,455.7,468.74,533.79,554.8
PROJ_0179,96.86,111.6,147.4,166.37,199.66,176.95,204.04,188.75,131.95,166.1,108.45,103.51,310.71,293.27,286.42,131.33,136.57,169.06
PROJ_0180,386.03,388.86,404.64,332.83,301.62,326.15,391.3,419.16,334.17,245.87,415.79,478.84,516.32,542.19,638.63,666.97,632.95,783.47
PROJ_0181,144.98,205.83,351.23,351.53,410.24,387.23,376.59,350.96,298.64,288.62,165.81,202.88,928.07,841.46,703.54,343.5,281.65,291.33
PROJ_0182,228.48,195.7,427.83,499.23,434.02,619.91,603.09,534.64,446.23,431.35,217.98,258.46,401.72,504.7,468.32,189.58,213.78,277.81
PROJ_0183,390.17,367.53,921.39,1044.24,1197.32,1277.84,1129.04,1023.35,689.44,829.81,513.75,498.22,1521.75,1639.33,1539.22,651.77,636.22,677.53
PROJ_0184,505.55,592.83,407.91,338.67,375.71,462.11,469.5,471.68,364.84,305.71,582.01,590.56,607.64,605.35,549.09,729.99,842.73,879.67
PROJ_0185,336.13,298.0,1042.87,1065.37,906.76,1007.38,739.07,716.63,550.27,558.84,404.2,340.47,1105.62,1180.53,1163.89,447.4,415.61,516.31
PROJ_0186,413.3,536.88,1064.74,1320.89,1356.78,1130.59,1110.07,1569.05,952.9,1017.59,423.99,477.53,1817.42,2093.66,1647.7,805.25,772.47,613.77
PROJ_0187,77.06,75.19,109.43,118.06,109.02,110.61,132.85,127.36,90.29,91.55,79.63,96.07,267.4,264.71,240.77,174.51,174.9,157.27
PROJ_0188,614.98,611.89,453.53,579.54,514.77,591.3,438.6,449.54,350.1,325.24,627.13,577.95,596.97,673.71,776.51,900.72,806.02,738.18
PROJ_0189,158.0,208.63,327.39,310.72,347.84,281.93,356.45,294.56,204.93,238.28,187.46,230.94,421.11,510.06,498.09,290.06,317.51,261.79
PROJ_0190,454.99,411.44,866.61,1096.62,942.24,980.75,928.29,1040.9,827.6,696.62,525.07,500.71,1061.5,857.15,1001.9,410.07,450.07,518.72
PROJ_0191,73.27,60.91,66.31,47.64,60.21,76.15,64.6,71.47,48.17,51.65,80.09,81.16,77.53,95.42,77.88,124.47,93.03,93.4
PROJ_0192,638.06,500.63,878.26,1009.85,803.05,883.49,1017.42,918.12,665.33,597.95,573.17,560.55,1133.38,1462.65,1465.67,693.3,775.75,961.82
PROJ_0193,102.87,96.09,81.84,73.31,93.35,106.42,106.3,81.22,61.37,57.39,99.58,100.68,131.13,109.04,145.39,125.68,119.93,170.61
PROJ_0194,110.31,96.1,88.25,75.6,73.73,92.42,88.01,97.81,60.33,72.43,122.3,95.77,104.24,124.42,141.48,162.23,165.36,147.05
PROJ_0195,623.55,706.37,1230.04,1521.24,1225.91,1406.38,1538.52,1526.34,1161.02,1088.08,868.84,845.16,4016.36,3668.18,3675.84,1455.93,1358.67,1295.74
PROJ_0196,439.6,343.53,1021.39,1450.92,1041.22,1413.08,1463.56,1230.27,1178.68,891.46,489.21,468.6,1140.09,1094.3,1178.5,406.69,380.89,508.61
PROJ_0197,607.36,771.06,392.1,541.21,404.16,483.76,511.1,423.55,409.23,330.47,740.72,740.82,1181.6,933.19,984.55,1177.42,1254.16,1168.55
PROJ_0198,215.05,184.95,695.14,624.64,603.11,607.97,557.25,569.22,433.25,442.61,219.65,163.64,549.35,474.61,518.88,199.99,160.04,189.99
PROJ_0199,575.66,488.69,931.54,766.56,884.18,844.16,1026.2,800.2,612.9,700.97,595.48,600.74,2377.89,2029.16,2135.37,1259.35,1347.22,1363.37
PROJ_0200,493.68,441.93,779.18,1007.07,1088.37,1038.34,917.23,969.51,773.48,874.15,446.16,536.64,2651.49,2827.41,2038.39,1127.25,1002.09,1065.73
PROJ_0201,80.51,98.24,308.42,271.28,285.96,330.42,330.2,264.14,229.51,208.28,114.33,116.68,270.44,255.8,261.01,97.13,112.68,98.0
PROJ_0202,182.52,181.14,395.58,504.88,465.57,417.25,377.53,476.91,276.01,335.66,278.59,238.9,642.53,505.45,590.17,278.12,329.53,295.35
PROJ_0203,428.72,416.45,1207.94,1345.52,1275.74,1315.6,1709.65,1680.11,883.59,1003.91,596.41,615.47,1844.35,2140.45,1655.56,726.97,846.88,818.58
PROJ_0204,679.23,490.02,694.07,653.88,699.72,703.74,879.28,887.74,678.72,609.01,511.54,682.8,1639.32,2287.2,1614.08,1211.59,1386.09,1231.71
PROJ_0205,519.6,534.18,281.86,355.23,382.51,434.47,356.88,342.49,292.51,270.15,479.63,461.54,720.52,816.45,720.48,804.66,817.55,1167.27
PROJ_0206,79.6,79.61,62.75,57.47,75.84,81.97,67.72,68.96,48.64,41.74,93.92,86.94,134.55,163.9,134.32,161.51,190.5,187.57
PROJ_0207,329.62,309.09,225.44,229.85,287.87,329.68,272.06,271.96,223.07,216.04,359.25,346.67,626.47,659.16,549.65,707.25,711.15,697.38
PROJ_0208,466.56,503.02,317.19,278.26,265.81,392.35,344.72,286.72,228.34,283.54,556.51,581.61,822.26,765.64,766.82,831.96,1005.18,980.26
PROJ_0209,177.56,237.78,390.32,337.8,383.63,520.25,528.79,451.46,389.76,379.07,232.8,235.64,392.53,454.27,424.75,224.1,179.45,225.07
PROJ_0210,535.21,416.69,450.31,358.66,331.72,350.39,461.97,423.79,278.33,314.68,457.19,479.98,647.53,603.54,624.86,701.26,811.99,608.41
PROJ_0211,230.21,212.94,216.58,221.61,231.16,217.85,187.7,245.53,203.43,155.66,240.76,251.54,308.51,286.32,298.53,402.7,357.95,365.73
PROJ_0212,177.48,253.86,139.6,135.03,121.02,168.06,182.71,130.23,99.54,99.59,241.49,271.09,353.48,339.85,401.05,477.21,390.94,375.98
PROJ_0213,448.93,528.47,1539.42,1522.74,1616.17,1430.77,1470.07,1283.24,1310.9,1180.07,437.56,394.02,1555.61,1570.08,1522.92,419.6,554.68,524.2
PROJ_0214,551.11,549.7,1003.75,1012.02,897.05,918.72,898.6,1071.7,731.18,574.32,481.22,651.5,1495.32,1530.23,1258.6,865.95,879.69,720.27
PROJ_0215,193.6,270.45,305.34,390.64,398.59,443.68,373.17,450.26,266.68,340.39,216.94,263.63,627.94,493.83,504.89,376.18,282.36,296.54
PROJ_0216,566.93,676.52,1478.72,1378.17,1719.12,1564.26,1545.23,1531.2,1067.67,1073.91,672.28,510.45,2321.92,1905.8,2064.25,743.39,884.07,945.23
PROJ_0217,382.02,350.99,361.23,457.21,367.9,412.65,346.7,325.51,294.99,267.0,357.02,520.24,435.56,477.27,483.64,605.83,677.87,488.2
PROJ_0218,342.51,309.05,689.27,658.14,683.94,668.35,605.73,627.73,496.73,453.55,319.06,244.33,661.08,514.9,687.71,251.77,248.69,328.43
PROJ_0219,370.94,360.42,389.61,298.8,371.99,340.48,367.31,354.03,211.18,271.04,361.57,286.17,385.81,333.0,286.66,348.21,288.46,271.56
PROJ_0220,150.81,118.54,354.86,461.63,346.26,433.94,431.84,330.72,282.86,235.49,160.17,125.51,620.11,464.95,565.02,179.29,186.14,206.47
PROJ_0221,159.33,185.69,209.08,206.43,242.56,268.61,327.37,330.64,237.82,176.94,161.8,184.19,357.99,412.27,346.31,215.8,265.68,209.03
PROJ_0222,478.44,372.23,653.19,727.88,700.86,890.12,750.18,932.46,742.41,610.1,373.33,413.19,2248.28,2091.33,1695.62,819.0,796.7,751.19
PROJ_0223,81.87,115.67,253.29,255.24,249.75,329.09,312.89,288.03,226.23,248.96,88.53,113.11,268.46,255.87,343.91,109.05,90.91,110.25
PROJ_0224,500.24,466.07,375.96,364.39,304.24,379.64,345.08,291.43,313.72,270.06,550.45,550.76,844.26,758.01,983.59,1041.33,1060.89,975.04
PROJ_0225,510.65,460.76,699.43,647.61,792.24,942.47,753.83,763.69,635.76,511.7,697.44,562.78,1563.29,1617.96,2181.96,1003.11,1188.44,962.51
PROJ_0226,243.98,320.17,716.58,673.46,834.41,1050.51,853.55,780.95,795.9,714.37,317.0,306.04,900.13,795.49,775.4,302.13,302.1,328.11
PROJ_0227,101.72,90.87,295.76,310.51,288.3,364.75,337.76,262.59,244.24,250.3,115.44,95.58,305.85,294.03,300.76,81.87,114.73,115.25
PROJ_0228,139.43,139.89,337.77,426.48,398.77,407.66,308.05,407.93,250.28,290.2,155.74,132.01,500.78,581.87,534.67,169.8,200.51,189.75
PROJ_0229,492.93,487.88,500.19,648.79,680.43,757.75,563.5,630.47,481.93,433.86,481.82,412.24,1314.42,1659.93,1407.32,1011.9,764.35,956.4
PROJ_0230,714.56,835.74,1663.69,1419.63,1567.33,1464.3,1696.26,1368.14,1163.94,1043.52,918.99,779.24,3870.62,3526.41,3419.38,1316.46,1740.13,1672.96
PROJ_0231,606.7,781.17,458.55,382.12,479.38,444.24,460.9,562.29,342.36,438.64,806.08,859.2,1239.6,1359.83,1119.44,1449.95,1431.04,1651.68
PROJ_0232,384.49,457.86,815.31,701.53,848.8,772.65,707.63,841.37,573.19,477.2,398.24,422.37,1229.58,1284.07,1130.26,560.92,675.17,760.73
PROJ_0233,87.98,73.32,163.11,222.77,219.19,144.58,198.79,147.64,105.64,141.24,81.16,77.27,185.85,181.72,131.69,83.71,88.71,81.62
PROJ_0234,134.83,121.41,95.11,99.36,127.75,149.0,104.33,104.43,99.92,74.65,93.5,130.57,126.58,130.25,119.8,104.98,131.37,103.9
PROJ_0235,271.24,344.06,383.46,414.2,308.38,387.11,342.58,349.83,277.88,227.03,324.17,314.73,332.3,345.32,319.46,246.46,260.23,352.11
PROJ_0236,455.98,455.79,417.14,487.93,565.18,620.17,469.91,587.87,351.09,408.49,366.95,336.39,1064.97,1490.38,1405.26,900.66,758.78,741.36
PROJ_0237,262.25,290.93,784.48,916.16,934.52,1055.32,823.02,927.32,593.39,543.78,301.11,283.45,908.7,696.43,999.31,332.97,274.11,318.71
PROJ_0238,497.53,607.08,1915.49,1872.54,1870.62,1502.05,1719.74,1640.9,945.78,937.68,665.93,630.74,2095.11,2417.68,2211.72,797.05,802.97,866.61
PROJ_0239,291.49,270.8,264.93,287.96,285.68,328.77,239.59,320.02,212.36,175.27,282.9,286.87,266.5,295.03,242.91,232.52,248.24,254.5
PROJ_0240,107.84,113.82,326.51,260.88,283.95,284.91,354.65,296.76,242.44,268.02,106.84,91.93,279.94,318.4,305.94,83.86,114.96,100.5
PROJ_0241,135.05,120.03,259.57,254.74,247.96,308.4,295.77,347.05,256.96,193.89,122.31,162.22,817.6,781.76,552.47,245.84,223.13,308.03
PROJ_0242,382.05,372.03,378.06,333.36,385.04,330.59,430.77,445.17,316.49,276.12,418.29,401.9,314.99,324.88,390.29,338.83,313.68,318.94
PROJ_0243,354.47,405.56,1066.94,890.58,1109.95,1026.73,1040.48,1000.84,911.77,968.92,441.97,362.09,1387.54,1324.61,1744.89,511.87,728.33,635.53
PROJ_0244,559.54,632.8,1126.51,1542.99,1175.99,1736.17,1545.73,1259.68,1259.32,901.1,514.83,673.6,2054.22,2401.35,2196.37,874.58,764.14,711.28
PROJ_0245,493.21,350.58,1053.08,946.3,942.79,1188.42,1281.57,1272.06,955.66,763.81,444.92,362.56,1715.69,1438.04,1599.91,541.98,704.4,703.87
PROJ_0246,435.07,309.35,1357.38,1019.59,1047.56,1122.33,1131.41,1273.68,812.78,868.65,401.53,428.81,1221.43,1176.78,974.21,425.8,308.04,342.35
PROJ_0247,320.08,415.05,737.04,825.32,730.4,840.65,841.41,700.24,605.03,657.52,396.17,322.91,830.3,718.52,626.89,335.41,388.62,359.5
PROJ_0248,435.41,362.09,1075.4,886.79,1016.48,995.18,848.11,727.68,655.56,774.49,479.79,358.92,890.64,757.89,698.2,430.81,404.14,410.34
PROJ_0249,204.7,169.17,193.1,171.31,147.89,189.39,234.94,197.77,122.11,155.68,214.55,210.54,186.21,172.04,186.84,203.87,207.15,204.08
PROJ_0250,710.12,612.77,495.34,415.76,397.35,529.92,563.15,605.31,429.22,440.7,851.43,833.9,968.89,1265.78,1022.07,1190.73,1247.27,1632.99
PROJ_0251,619.01,665.24,1120.1,1087.87,801.98,1190.5,1174.06,1187.48,647.23,636.73,714.58,531.28,1335.9,1385.18,1198.19,683.78,1013.2,973.46
PROJ_0252,660.52,518.14,671.36,733.58,741.88,667.14,924.49,996.81,611.74,577.77,578.85,507.08,1713.22,1891.61,1838.48,1154.43,1292.34,1009.37
PROJ_0253,455.01,457.38,319.27,384.54,420.1,475.05,433.63,395.46,257.85,287.4,558.29,686.97,930.03,832.6,856.01,958.85,1309.86,920.2
PROJ_0254,383.25,415.64,1605.57,1441.4,1499.88,1481.41,1299.79,1794.58,1001.61,929.03,489.84,396.66,1197.1,1599.58,1423.21,426.78,447.18,519.65
PROJ_0255,493.45,505.42,833.02,830.06,946.43,831.66,723.27,888.75,672.04,545.0,650.27,559.82,2264.41,2256.79,1933.98,1416.92,1423.14,1016.93
PROJ_0256,94.71,104.01,200.14,228.73,217.07,259.78,212.22,243.12,152.75,136.44,114.53,80.02,164.48,189.15,214.95,93.67,82.65,92.71
PROJ_0257,442.71,395.47,499.86,417.4,451.09,572.93,591.13,490.99,367.45,354.47,583.1,431.97,430.52,482.16,431.73,425.3,413.31,520.64
PROJ_0258,536.63,544.45,1424.37,1194.82,1498.9,1544.15,1584.55,1537.23,969.04,938.05,539.16,466.72,1888.47,1574.04,1543.84,903.37,828.75,789.46
PROJ_0259,84.28,92.54,104.1,95.49,93.69,97.42,92.89,106.86,85.85,69.83,86.12,87.41,87.32,107.66,97.44,84.93,85.37,87.51
PROJ_0260,541.36,671.89,996.35,942.91,779.12,1063.5,1060.15,882.03,743.64,740.26,805.14,605.62,1944.63,2202.57,1811.11,1284.13,1482.22,1142.26
PROJ_0261,90.53,110.02,184.44,183.88,188.33,176.98,173.83,216.76,141.06,134.83,74.76,104.73,149.58,202.4,175.31,95.63,82.71,79.32
PROJ_0262,77.52,82.49,134.36,149.11,149.61,149.18,172.68,144.46,122.88,103.47,81.13,75.45,375.19,372.36,444.91,152.38,172.49,136.21
PROJ_0263,38.57,34.03,39.7,43.77,46.55,46.29,47.63,39.28,26.73,36.63,35.54,34.3,48.18,48.6,42.91,39.01,46.47,36.16
PROJ_0264,432.63,419.74,1556.08,1559.86,1416.21,1033.67,1215.58,1099.58,1027.49,761.61,396.32,521.74,1638.3,1895.46,1385.44,748.22,544.21,541.74
PROJ_0265,170.32,153.71,538.46,420.56,422.55,622.77,504.71,606.62,456.71,342.01,191.67,156.97,496.07,433.19,589.3,177.2,173.32,205.42
PROJ_0266,254.93,315.67,395.99,426.39,423.38,479.04,341.41,447.81,326.67,308.02,265.44,345.38,802.41,909.85,917.82,472.14,594.6,456.21
PROJ_0267,189.59,200.54,330.8,381.49,303.67,440.78,457.21,333.41,303.21,282.26,178.22,190.54,350.41,366.13,314.11,167.45,201.71,148.54
PROJ_0268,589.13,495.4,1291.19,1169.85,1090.02,1122.57,1215.89,1475.73,910.54,896.13,664.38,575.54,2752.7,2650.1,2439.14,1230.98,1303.21,1317.98
PROJ_0269,150.38,127.98,158.97,183.6,205.65,208.78,191.01,205.86,154.37,162.54,153.86,135.48,395.61,434.98,405.1,307.22,261.83,258.08
PROJ_0270,52.6,59.12,169.35,143.07,192.81,174.38,179.82,163.04,137.27,145.26,64.54,45.96,199.81,181.7,153.5,49.38,51.43,64.42
PROJ_0271,229.6,246.77,542.23,575.55,532.78,606.9,479.09,634.3,364.84,341.22,318.1,235.31,1070.46,1315.64,1161.75,427.52,521.26,552.9
PROJ_0272,62.57,48.28,57.27,63.03,48.41,54.4,49.34,62.21,39.33,48.82,66.35,49.48,59.34,49.55,45.2,61.79,54.52,66.01
PROJ_0273,758.77,645.95,586.77,527.64,689.35,590.81,514.04,555.01,426.26,444.37,664.32,645.91,1055.11,1195.1,1230.89,1279.31,1443.8,1462.04
PROJ_0274,125.28,173.25,205.85,189.17,198.55,201.61,248.67,224.34,158.08,184.43,179.81,178.22,440.67,426.32,532.64,293.27,318.83,327.96
PROJ_0275,84.83,84.44,276.18,252.09,295.75,279.18,251.26,276.85,185.57,200.54,89.09,109.66,376.32,314.15,354.26,158.3,124.71,151.68
PROJ_0276,515.17,499.87,418.83,454.7,521.76,492.73,405.75,392.4,389.3,338.14,391.84,409.43,480.89,429.94,500.27,476.97,518.67,503.76
PROJ_0277,132.57,156.35,237.62,351.75,265.89,344.72,368.57,279.48,267.93,189.31,143.59,145.36,279.19,304.16,342.79,136.83,151.66,169.19
PROJ_0278,575.01,423.17,1525.54,1060.98,1342.01,1468.57,1588.91,1225.13,903.83,1141.35,482.86,554.74,2124.13,2061.61,1718.97,716.62,923.47,761.63
PROJ_0279,155.79,169.13,119.0,152.37,116.98,113.24,140.42,116.43,92.42,121.61,219.83,166.68,310.98,275.8,269.61,394.27,381.86,418.01
PROJ_0280,236.01,183.33,477.03,410.94,368.64,425.73,304.52,382.9,296.11,248.06,253.13,198.04,579.33,424.02,440.63,291.43,349.34,262.5
PROJ_0281,71.77,55.65,51.01,48.94,44.06,67.37,55.79,61.55,42.85,41.63,70.75,78.37,84.22,79.01,82.53,97.58,91.1,98.27
PROJ_0282,126.67,142.95,128.26,127.87,121.86,123.64,130.65,103.5,85.67,78.01,112.52,166.61,185.58,162.89,146.07,209.41,189.33,217.99
PROJ_0283,456.41,357.44,853.77,862.51,796.31,1001.76,844.17,884.75,691.32,657.29,450.37,347.09,1635.34,1267.37,1203.16,458.79,619.72,515.05
PROJ_0284,580.6,488.54,575.57,409.77,465.02,604.78,476.1,480.78,433.18,350.64,502.0,608.53,582.03,841.51,764.01,896.41,764.04,936.99
PROJ_0285,552.59,425.28,495.51,443.66,480.3,428.14,401.49,511.3,384.44,328.32,452.5,630.16,569.17,603.47,678.08,650.15,641.49,627.16
PROJ_0286,605.49,479.84,1325.65,1489.36,1330.03,1153.26,1151.35,1085.59,863.54,982.79,617.38,536.82,2421.08,2993.11,2216.95,1183.15,936.31,1127.53
PROJ_0287,784.62,692.57,408.64,530.26,441.3,475.83,514.65,499.29,400.1,318.7,726.42,862.42,948.81,1145.12,1239.81,1614.81,1450.45,1579.45
PROJ_0288,380.52,402.8,1511.08,1482.24,1313.76,1398.55,1384.76,1163.13,1188.42,1157.92,420.51,390.24,1203.32,1090.46,1397.91,437.7,382.48,449.06
PROJ_0289,606.33,431.95,1000.7,1015.22,881.97,944.58,972.34,804.95,584.71,775.1,509.61,579.94,1336.5,1444.57,1394.06,867.17,801.43,747.77
PROJ_0290,236.48,235.05,238.94,210.38,239.49,259.68,221.12,247.26,217.51,203.76,277.25,251.22,281.98,276.25,207.31,294.13,199.06,256.57
PROJ_0291,155.82,130.12,348.0,316.34,275.96,246.56,257.17,257.6,233.1,225.51,146.15,160.22,562.69,633.6,774.89,324.75,272.12,232.29
PROJ_0292,480.26,495.1,828.37,769.92,701.49,978.19,1098.53,1010.96,636.22,725.63,518.38,453.18,2419.34,2052.26,2015.02,886.48,845.88,1021.74
PROJ_0293,330.15,312.93,314.22,334.29,308.96,392.97,343.58,344.08,274.68,216.31,348.38,328.65,321.84,356.77,361.88,373.43,311.57,305.31
PROJ_0294,317.9,302.38,256.86,249.42,270.61,235.12,274.38,231.69,187.96,208.0,316.32,301.92,422.36,405.94,369.85,518.27,425.91,489.81
PROJ_0295,391.27,412.54,421.98,380.06,451.53,362.69,435.8,362.33,255.5,357.24,519.74,574.13,561.72,458.74,580.78,692.59,545.49,774.6
PROJ_0296,54.08,56.65,42.9,45.04,38.83,56.26,45.42,40.91,28.29,36.27,66.71,64.75,69.71,77.16,70.25,72.42,80.53,64.39
PROJ_0297,324.37,352.96,642.93,862.42,874.71,761.54,870.2,773.38,499.79,545.91,326.07,339.9,646.79,616.8,647.49,424.24,304.44,339.41
PROJ_0298,464.83,432.85,925.67,751.32,973.83,863.99,903.59,865.27,597.58,576.07,443.42,497.91,931.17,1070.06,1230.75,581.5,568.86,731.36
PROJ_0299,58.51,68.36,86.0,86.58,71.02,60.77,70.02,70.54,51.19,45.32,50.36,53.92,52.57,51.82,71.4,49.14,63.49,71.92
PROJ_0300,43.05,46.09,40.98,35.22,37.66,47.1,45.9,46.96,36.33,28.82,54.28,51.43,60.8,62.47,62.69,78.95,64.28,72.6
PROJ_0301,488.16,555.45,981.62,995.83,863.5,984.62,915.99,851.3,645.24,831.24,535.5,689.91,1199.64,1457.39,1377.55,866.02,849.03,869.19
PROJ_0302,262.66,231.74,186.93,205.28,244.82,248.01,253.43,258.2,172.31,200.61,246.21,245.37,245.46,261.29,234.62,268.22,191.58,237.93
PROJ_0303,101.72,92.75,214.18,238.68,221.34,299.52,242.66,224.01,192.92,179.41,85.01,104.03,356.31,305.12,364.71,144.18,155.77,132.63
PROJ_0304,226.67,297.48,645.43,510.84,710.82,608.94,772.29,749.87,598.51,597.86,248.37,302.1,875.77,993.84,981.95,310.65,303.18,311.13
PROJ_0305,316.64,335.94,692.09,599.64,665.88,619.43,596.87,521.9,454.55,435.22,435.39,460.54,1288.94,1254.17,1433.52,730.45,836.72,611.22
PROJ_0306,123.28,155.74,255.47,366.71,247.08,368.36,304.02,402.16,234.72,199.81,124.86,157.29,367.96,367.11,287.95,152.93,129.39,155.37
PROJ_0307,375.6,325.23,629.0,698.25,481.83,590.4,585.36,562.57,417.28,505.86,329.11,428.63,1042.79,1057.08,960.86,476.22,451.93,483.72
PROJ_0308,214.68,214.71,431.6,421.43,454.81,456.78,593.91,442.73,343.43,352.16,166.86,187.1,776.46,581.75,702.34,261.65,235.98,218.78
PROJ_0309,159.13,144.33,332.75,393.43,380.76,453.9,373.76,417.0,298.52,248.31,161.25,177.09,391.53,344.65,311.88,209.54,148.09,206.91
PROJ_0310,320.23,323.63,955.86,755.19,900.34,1037.09,1032.93,854.56,596.75,636.97,282.7,293.41,970.24,947.01,915.24,258.04,282.59,266.24
PROJ_0311,451.9,406.47,630.72,608.25,693.38,611.6,673.35,606.4,569.7,553.91,504.15,463.14,1993.64,1741.88,1805.72,1023.68,1134.96,1171.3
PROJ_0312,155.83,175.93,97.22,115.62,104.6,96.25,141.75,137.57,79.9,104.56,161.64,171.53,310.79,251.2,267.11,348.66,278.67,316.84
PROJ_0313,375.51,435.24,694.62,726.08,881.74,771.32,866.4,970.45,719.46,545.0,494.65,472.45,1901.85,2246.97,2218.11,845.81,832.02,889.33
PROJ_0314,660.8,568.11,1031.36,1007.7,1048.65,1193.39,885.83,874.67,759.77,719.5,613.58,667.84,1614.79,1331.51,1497.04,726.0,837.62,668.17
PROJ_0315,136.7,138.98,298.71,289.32,257.54,240.93,254.11,357.12,255.3,203.12,131.56,141.9,734.35,643.41,564.37,262.39,246.86,253.88
PROJ_0316,493.15,606.22,480.06,431.46,485.23,520.98,584.36,617.8,323.86,438.35,668.08,665.06,676.68,668.01,571.61,1019.91,891.42,821.6
PROJ_0317,270.15,216.7,307.79,371.47,356.02,434.11,414.13,405.2,318.91,234.29,304.82,307.62,805.41,777.26,783.7,466.89,536.05,453.61
PROJ_0318,638.23,505.22,648.6,742.17,701.4,1052.01,810.65,782.17,562.37,607.71,667.1,712.18,1891.66,2100.78,1985.65,1366.32,1233.14,1099.15
PROJ_0319,535.31,558.37,1171.58,1419.52,1368.15,956.99,1213.91,1132.97,803.03,796.42,602.64,551.42,2512.33,2028.37,2423.82,1151.58,1073.85,812.18
PROJ_0320,185.15,181.47,261.6,207.74,263.21,193.46,218.49,247.54,199.48,161.46,195.85,199.85,432.5,479.24,579.91,353.98,307.19,341.13
PROJ_0321,142.1,149.04,443.69,340.41,352.23,382.87,526.44,523.04,365.23,276.36,140.04,118.99,386.52,369.99,461.68,116.66,143.95,162.32
PROJ_0322,338.57,261.98,366.39,333.03,309.5,368.63,399.04,343.33,255.16,247.21,261.15,351.17,267.93,301.72,300.74,287.29,302.72,329.87
PROJ_0323,48.08,45.19,59.68,61.79,51.14,53.24,46.85,46.6,39.82,48.76,56.8,48.86,61.74,50.52,47.36,50.47,46.0,60.02
PROJ_0324,291.27,327.89,491.19,596.6,543.27,562.74,482.21,656.3,418.9,375.85,384.61,274.56,713.66,782.36,721.6,458.29,418.99,394.15
PROJ_0325,136.88,144.99,165.37,144.22,139.38,146.87,166.84,131.9,101.97,118.98,180.48,201.66,243.36,237.16,183.47,210.82,218.68,280.58
PROJ_0326,346.16,347.54,436.84,539.89,482.09,491.84,444.03,373.9,263.48,374.74,307.4,297.86,933.1,942.06,1166.22,490.1,503.49,662.82
PROJ_0327,368.13,307.36,705.06,770.83,783.51,639.88,704.01,869.91,659.72,669.61,345.1,334.92,866.36,799.79,732.79,325.59,335.2,363.22
PROJ_0328,469.78,372.13,729.2,634.63,637.97,599.4,749.42,741.91,413.0,511.53,523.98,558.95,1358.95,1772.62,1516.27,774.88,778.24,812.31
PROJ_0329,199.42,218.09,240.13,191.03,261.44,173.09,208.16,234.55,164.97,154.21,256.99,201.98,219.46,265.81,228.18,308.96,291.4,382.16
PROJ_0330,269.57,263.85,508.05,403.24,383.45,455.41,453.41,406.59,308.59,310.65,227.13,234.66,565.9,609.14,691.66,356.4,383.46,394.1
PROJ_0331,239.42,300.55,468.62,485.67,384.85,603.56,613.23,416.08,334.22,329.3,341.32,318.84,616.62,796.92,666.5,418.15,405.65,428.43
PROJ_0332,333.33,305.7,543.1,651.47,560.65,718.6,628.35,682.24,411.01,500.04,329.69,294.05,726.0,679.28,990.21,604.8,556.87,425.0
PROJ_0333,379.88,359.54,764.04,819.75,871.99,729.39,901.46,984.65,573.49,640.47,359.52,388.34,1456.73,1399.64,1288.21,507.84,511.68,500.28
PROJ_0334,364.51,477.6,961.58,889.42,1016.12,1040.65,920.02,786.47,583.15,666.03,464.85,409.11,1937.56,1973.74,2460.75,981.04,843.56,769.02
PROJ_0335,469.13,463.84,1328.59,1136.5,1296.57,1809.97,1532.49,1725.09,946.42,1008.12,709.41,573.86,2207.18,2480.3,2125.83,768.51,844.05,684.93
