id_proyek,tipe_proyek,luas,lantai,spek,lokasi,tahun
PROJ_0432,gedung_sekolah,158,3,menengah,jawa_tengah,2022
PROJ_0433,rumah_tinggal,49,3,menengah,luar_jawa,2021
PROJ_0434,rumah_tinggal,360,3,menengah,luar_jawa,2022
PROJ_0435,kantor,347,1,standar,jawa_tengah,2020
PROJ_0436,gedung_sekolah,228,3,premium,jawa_barat,2022
PROJ_0437,rumah_tinggal,197,3,standar,jawa_timur,2023
PROJ_0438,ruko,454,1,standar,jawa_timur,2022
PROJ_0439,kantor,309,2,menengah,jawa_barat,2021
PROJ_0440,rumah_tinggal,89,1,menengah,luar_jawa,2022
PROJ_0441,ruko,447,3,standar,luar_jawa,2020
PROJ_0442,ruko,351,1,premium,jawa_timur,2022
PROJ_0443,rumah_tinggal,194,2,menengah,jawa_barat,2022
PROJ_0444,gedung_sekolah,233,3,standar,luar_jawa,2022
PROJ_0445,rumah_tinggal,499,2,menengah,luar_jawa,2021
PROJ_0446,gedung_sekolah,395,2,premium,luar_jawa,2022
PROJ_0447,kantor,99,1,standar,luar_jawa,2022
PROJ_0448,rumah_tinggal,122,3,menengah,jawa_tengah,2023
PROJ_0449,gedung_sekolah,361,3,premium,jawa_timur,2022
PROJ_0450,rumah_tinggal,63,2,menengah,jawa_barat,2021
PROJ_0451,ruko,460,1,menengah,luar_jawa,2021
PROJ_0452,rumah_tinggal,195,1,menengah,jawa_timur,2020
PROJ_0453,kantor,205,1,standar,jawa_timur,2020
PROJ_0454,ruko,198,1,standar,jawa_barat,2022
PROJ_0455,ruko,44,1,menengah,jawa_timur,2021
PROJ_0456,ruko,482,2,standar,jawa_barat,2023
PROJ_0457,ruko,195,2,menengah,jawa_tengah,2021
PROJ_0458,ruko,447,3,premium,jawa_tengah,2023
PROJ_0459,rumah_tinggal,384,2,standar,luar_jawa,2022
PROJ_0460,gedung_sekolah,490,1,premium,luar_jawa,2021
PROJ_0461,kantor,452,2,premium,jawa_timur,2020
PROJ_0462,ruko,296,1,menengah,jawa_barat,2023
PROJ_0463,gedung_sekolah,457,1,menengah,jawa_timur,2022
PROJ_0464,kantor,492,3,premium,jawa_barat,2020
PROJ_0465,kantor,310,2,premium,jawa_barat,2022
PROJ_0466,kantor,47,1,menengah,luar_jawa,2023
PROJ_0467,rumah_tinggal,147,1,standar,jawa_timur,2021
PROJ_0468,kantor,118,1,standar,jawa_barat,2021
PROJ_0469,gedung_sekolah,441,1,menengah,jawa_barat,2021
PROJ_0470,gedung_sekolah,64,2,premium,jawa_tengah,2021
PROJ_0471,kantor,403,2,premium,luar_jawa,2023
PROJ_0472,ruko,330,2,standar,luar_jawa,2023
PROJ_0473,rumah_tinggal,256,3,menengah,jawa_barat,2023
PROJ_0474,ruko,309,3,standar,jawa_tengah,2021
PROJ_0475,gedung_sekolah,413,3,menengah,jawa_tengah,2023
PROJ_0476,kantor,159,3,menengah,jawa_timur,2021
PROJ_0477,gedung_sekolah,121,1,menengah,jawa_timur,2022
PROJ_0478,rumah_tinggal,184,1,premium,jawa_timur,2021
PROJ_0479,rumah_tinggal,338,1,menengah,jawa_barat,2023
PROJ_0480,gedung_sekolah,397,2,menengah,jawa_timur,2023
PROJ_0481,ruko,236,1,menengah,jawa_barat,2020
PROJ_0482,ruko,471,3,menengah,jawa_timur,2022
PROJ_0483,gedung_sekolah,83,1,standar,jawa_barat,2020
PROJ_0484,kantor,59,1,premium,luar_jawa,2022
PROJ_0485,kantor,66,3,standar,jawa_barat,2021
PROJ_0486,gedung_sekolah,158,2,premium,jawa_timur,2023
PROJ_0487,rumah_tinggal,181,1,menengah,jawa_timur,2020
PROJ_0488,ruko,431,1,standar,jawa_timur,2022
PROJ_0489,gedung_sekolah,214,3,standar,jawa_tengah,2020
PROJ_0490,ruko,452,3,standar,jawa_barat,2021
PROJ_0491,kantor,132,3,standar,jawa_barat,2021
PROJ_0492,kantor,263,2,premium,jawa_tengah,2020
PROJ_0493,gedung_sekolah,229,1,standar,jawa_tengah,2020
PROJ_0494,ruko,170,1,premium,jawa_tengah,2021
PROJ_0495,gedung_sekolah,436,1,standar,luar_jawa,2020
PROJ_0496,kantor,87,2,premium,jawa_tengah,2021
PROJ_0497,gedung_sekolah,263,1,premium,jawa_timur,2021
PROJ_0498,gedung_sekolah,226,2,standar,jawa_tengah,2022
PROJ_0499,kantor,398,2,menengah,jawa_tengah,2023
PROJ_0500,kantor,281,1,premium,luar_jawa,2020
PROJ_0501,gedung_sekolah,185,2,menengah,luar_jawa,2020
PROJ_0502,gedung_sekolah,460,2,standar,jawa_tengah,2023
PROJ_0503,ruko,353,2,menengah,jawa_barat,2020
PROJ_0504,gedung_sekolah,381,1,menengah,jawa_barat,2020
PROJ_0505,rumah_tinggal,467,2,menengah,jawa_barat,2020
PROJ_0506,ruko,265,2,menengah,luar_jawa,2023
PROJ_0507,ruko,366,1,menengah,jawa_barat,2020
PROJ_0508,ruko,316,1,menengah,jawa_timur,2021
PROJ_0509,rumah_tinggal,100,1,menengah,jawa_barat,2023
PROJ_0510,gedung_sekolah,77,1,premium,jawa_timur,2023
PROJ_0511,ruko,123,3,menengah,jawa_barat,2020
PROJ_0512,kantor,107,1,standar,jawa_barat,2022
PROJ_0513,kantor,323,2,standar,jawa_timur,2020
PROJ_0514,ruko,77,2,standar,jawa_barat,2020
PROJ_0515,kantor,309,3,menengah,jawa_tengah,2023
PROJ_0516,gedung_sekolah,265,1,menengah,jawa_barat,2021
PROJ_0517,rumah_tinggal,431,2,standar,jawa_timur,2022
PROJ_0518,ruko,248,1,standar,luar_jawa,2023
PROJ_0519,rumah_tinggal,394,3,menengah,jawa_tengah,2023
PROJ_0520,kantor,171,1,standar,jawa_barat,2020
PROJ_0521,ruko,462,2,menengah,luar_jawa,2021
PROJ_0522,rumah_tinggal,485,2,standar,luar_jawa,2023
PROJ_0523,rumah_tinggal,492,1,premium,jawa_tengah,2021
PROJ_0524,ruko,376,3,menengah,luar_jawa,2020
PROJ_0525,rumah_tinggal,183,2,premium,jawa_timur,2023
PROJ_0526,ruko,88,2,premium,luar_jawa,2021
PROJ_0527,ruko,136,2,premium,jawa_barat,2021
PROJ_0528,kantor,330,1,standar,jawa_barat,2023
PROJ_0529,gedung_sekolah,72,3,menengah,jawa_barat,2020
PROJ_0530,gedung_sekolah,377,2,menengah,jawa_timur,2021
PROJ_0531,rumah_tinggal,44,3,menengah,jawa_barat,2020
PROJ_0532,kantor,341,3,standar,jawa_barat,2023
PROJ_0533,kantor,364,1,standar,jawa_barat,2022
PROJ_0534,kantor,419,1,premium,jawa_timur,2020
PROJ_0535,ruko,448,1,premium,luar_jawa,2022
PROJ_0536,gedung_sekolah,145,1,premium,jawa_tengah,2023
PROJ_0537,ruko,102,3,standar,luar_jawa,2022
PROJ_0538,rumah_tinggal,63,1,menengah,jawa_tengah,2023
PROJ_0539,rumah_tinggal,271,1,standar,jawa_barat,2023
PROJ_0540,kantor,158,1,menengah,luar_jawa,2023
PROJ_0541,gedung_sekolah,43,2,menengah,jawa_barat,2023
PROJ_0542,ruko,304,2,menengah,jawa_timur,2021
PROJ_0543,rumah_tinggal,94,2,premium,jawa_timur,2023
PROJ_0544,kantor,78,3,standar,jawa_timur,2021
PROJ_0545,gedung_sekolah,284,1,menengah,luar_jawa,2022
PROJ_0546,gedung_sekolah,120,1,menengah,jawa_tengah,2022
PROJ_0547,gedung_sekolah,59,2,premium,luar_jawa,2022
PROJ_0548,kantor,97,1,premium,jawa_timur,2021
PROJ_0549,rumah_tinggal,343,3,premium,luar_jawa,2023
PROJ_0550,rumah_tinggal,124,1,menengah,jawa_tengah,2020
PROJ_0551,kantor,312,1,menengah,jawa_barat,2020
PROJ_0552,rumah_tinggal,429,3,menengah,jawa_timur,2023
PROJ_0553,kantor,153,2,menengah,luar_jawa,2022
PROJ_0554,ruko,121,2,premium,luar_jawa,2022
PROJ_0555,kantor,219,3,menengah,jawa_barat,2022
PROJ_0556,kantor,283,3,premium,luar_jawa,2023
PROJ_0557,kantor,299,1,premium,jawa_barat,2023
PROJ_0558,rumah_tinggal,368,3,premium,luar_jawa,2020
PROJ_0559,kantor,230,3,premium,jawa_tengah,2022
PROJ_0560,rumah_tinggal,473,1,standar,luar_jawa,2020
PROJ_0561,rumah_tinggal,405,2,standar,jawa_barat,2022
PROJ_0562,ruko,234,2,premium,jawa_timur,2023
PROJ_0563,kantor,79,3,menengah,jawa_barat,2023
PROJ_0564,ruko,341,2,premium,luar_jawa,2020
PROJ_0565,kantor,352,2,menengah,luar_jawa,2020
PROJ_0566,rumah_tinggal,202,3,premium,jawa_tengah,2021
PROJ_0567,kantor,118,3,menengah,jawa_timur,2020
PROJ_0568,kantor,462,3,standar,jawa_barat,2023
PROJ_0569,rumah_tinggal,459,1,premium,jawa_tengah,2020
PROJ_0570,gedung_sekolah,194,2,premium,luar_jawa,2023
PROJ_0571,rumah_tinggal,376,2,menengah,jawa_timur,2023
PROJ_0572,gedung_sekolah,335,2,standar,jawa_timur,2021
PROJ_0573,gedung_sekolah,275,1,standar,jawa_barat,2022
PROJ_0574,ruko,338,3,standar,luar_jawa,2022
PROJ_0575,ruko,399,3,premium,luar_jawa,2022
PROJ_0576,rumah_tinggal,242,1,premium,jawa_timur,2023
PROJ_0577,kantor,455,3,premium,jawa_barat,2023
PROJ_0578,kantor,435,3,menengah,jawa_tengah,2022
PROJ_0579,ruko,82,1,menengah,jawa_tengah,2020
PROJ_0580,rumah_tinggal,235,3,standar,jawa_tengah,2021
PROJ_0581,ruko,46,1,menengah,jawa_barat,2023
PROJ_0582,kantor,494,2,premium,jawa_timur,2023
PROJ_0583,gedung_sekolah,369,3,premium,jawa_tengah,2023
PROJ_0584,rumah_tinggal,327,2,standar,jawa_timur,2022
PROJ_0585,gedung_sekolah,184,2,premium,luar_jawa,2022
PROJ_0586,gedung_sekolah,301,2,menengah,jawa_barat,2021
PROJ_0587,ruko,225,1,menengah,jawa_barat,2022
PROJ_0588,gedung_sekolah,303,3,menengah,jawa_timur,2022
PROJ_0589,ruko,252,1,premium,jawa_tengah,2020
PROJ_0590,ruko,192,2,menengah,jawa_barat,2021
PROJ_0591,rumah_tinggal,218,3,premium,jawa_tengah,2020
PROJ_0592,kantor,190,1,standar,jawa_tengah,2021
PROJ_0593,kantor,353,1,premium,jawa_tengah,2021
PROJ_0594,kantor,46,3,premium,jawa_timur,2022
PROJ_0595,rumah_tinggal,149,1,menengah,jawa_tengah,2020
PROJ_0596,kantor,255,3,standar,jawa_timur,2022
PROJ_0597,rumah_tinggal,444,2,premium,jawa_tengah,2021
PROJ_0598,ruko,257,1,standar,jawa_timur,2023
PROJ_0599,rumah_tinggal,122,2,standar,jawa_barat,2022
PROJ_0600,rumah_tinggal,62,2,premium,jawa_timur,2021
PROJ_0601,ruko,156,1,premium,luar_jawa,2020
PROJ_0602,rumah_tinggal,39,2,menengah,jawa_timur,2020
PROJ_0603,kantor,481,1,menengah,jawa_tengah,2022
PROJ_0604,gedung_sekolah,348,2,menengah,luar_jawa,2023
PROJ_0605,rumah_tinggal,87,1,premium,jawa_barat,2021
PROJ_0606,ruko,98,1,menengah,luar_jawa,2021
PROJ_0607,gedung_sekolah,390,1,menengah,jawa_tengah,2023
PROJ_0608,kantor,394,3,premium,jawa_tengah,2020
PROJ_0609,kantor,492,2,premium,jawa_timur,2023
PROJ_0610,kantor,200,3,menengah,jawa_tengah,2022
PROJ_0611,kantor,69,2,premium,jawa_barat,2020
PROJ_0612,kantor,472,1,standar,luar_jawa,2020
PROJ_0613,rumah_tinggal,292,2,menengah,luar_jawa,2020
PROJ_0614,ruko,414,3,standar,jawa_barat,2022
PROJ_0615,rumah_tinggal,322,2,menengah,luar_jawa,2022
PROJ_0616,gedung_sekolah,277,1,standar,jawa_tengah,2020
PROJ_0617,kantor,153,2,premium,jawa_timur,2020
PROJ_0618,ruko,85,3,standar,luar_jawa,2021
PROJ_0619,gedung_sekolah,307,2,menengah,jawa_timur,2022
PROJ_0620,gedung_sekolah,379,1,standar,jawa_barat,2023
PROJ_0621,gedung_sekolah,208,3,premium,luar_jawa,2021
PROJ_0622,ruko,87,3,standar,jawa_timur,2020
PROJ_0623,rumah_tinggal,394,1,standar,jawa_timur,2020
PROJ_0624,gedung_sekolah,315,3,premium,luar_jawa,2021
PROJ_0625,kantor,91,1,premium,jawa_barat,2023
PROJ_0626,rumah_tinggal,373,1,menengah,jawa_tengah,2021
PROJ_0627,kantor,158,1,premium,jawa_timur,2023
PROJ_0628,gedung_sekolah,322,1,menengah,jawa_barat,2022
PROJ_0629,gedung_sekolah,227,1,standar,jawa_tengah,2021
PROJ_0630,kantor,121,1,premium,jawa_timur,2023
PROJ_0631,rumah_tinggal,365,1,menengah,luar_jawa,2023
PROJ_0632,kantor,302,3,premium,jawa_barat,2022
PROJ_0633,ruko,193,2,standar,luar_jawa,2022
PROJ_0634,kantor,370,1,menengah,jawa_timur,2021
PROJ_0635,ruko,149,1,standar,luar_jawa,2020
PROJ_0636,rumah_tinggal,52,3,standar,jawa_barat,2020
PROJ_0637,ruko,448,1,premium,jawa_timur,2023
PROJ_0638,gedung_sekolah,188,2,premium,luar_jawa,2021
PROJ_0639,ruko,263,2,premium,jawa_tengah,2022
PROJ_0640,kantor,218,2,premium,jawa_timur,2023
PROJ_0641,ruko,237,2,menengah,jawa_timur,2020
PROJ_0642,kantor,202,1,premium,luar_jawa,2020
PROJ_0643,kantor,477,1,menengah,jawa_barat,2021
PROJ_0644,kantor,423,3,menengah,jawa_barat,2020
PROJ_0645,gedung_sekolah,111,2,premium,jawa_timur,2022
PROJ_0646,rumah_tinggal,481,1,premium,luar_jawa,2020
PROJ_0647,kantor,153,3,premium,jawa_tengah,2020
PROJ_0648,rumah_tinggal,212,1,premium,luar_jawa,2020
PROJ_0649,ruko,461,1,premium,luar_jawa,2021
PROJ_0650,ruko,460,2,premium,jawa_tengah,2020
PROJ_0651,rumah_tinggal,251,3,premium,jawa_barat,2021
PROJ_0652,ruko,281,2,standar,luar_jawa,2022
PROJ_0653,kantor,122,3,menengah,jawa_tengah,2023
PROJ_0654,gedung_sekolah,102,3,premium,jawa_tengah,2023
PROJ_0655,gedung_sekolah,380,2,premium,luar_jawa,2021
PROJ_0656,rumah_tinggal,425,1,premium,jawa_tengah,2023
PROJ_0657,ruko,463,3,premium,jawa_timur,2021
PROJ_0658,gedung_sekolah,295,1,premium,luar_jawa,2023
PROJ_0659,kantor,194,1,standar,luar_jawa,2023
PROJ_0660,kantor,341,2,premium,jawa_timur,2020
PROJ_0661,kantor,384,2,premium,luar_jawa,2023
PROJ_0662,ruko,419,1,standar,jawa_timur,2020
PROJ_0663,kantor,464,2,standar,jawa_timur,2021
PROJ_0664,kantor,169,2,premium,jawa_tengah,2023
PROJ_0665,gedung_sekolah,37,2,menengah,luar_jawa,2023
PROJ_0666,kantor,166,1,premium,jawa_timur,2023
PROJ_0667,kantor,64,2,standar,luar_jawa,2021
PROJ_0668,gedung_sekolah,406,1,menengah,jawa_tengah,2021
PROJ_0669,kantor,106,3,standar,jawa_timur,2022
PROJ_0670,rumah_tinggal,266,2,menengah,luar_jawa,2020
PROJ_0671,kantor,463,2,premium,luar_jawa,2021
PROJ_0672,ruko,228,3,standar,jawa_timur,2022
PROJ_0673,kantor,249,1,standar,jawa_barat,2022
PROJ_0674,ruko,341,2,standar,jawa_barat,2020
PROJ_0675,ruko,255,2,premium,jawa_tengah,2023
PROJ_0676,rumah_tinggal,279,2,standar,luar_jawa,2022
PROJ_0677,kantor,118,1,premium,luar_jawa,2022
PROJ_0678,rumah_tinggal,493,3,premium,jawa_tengah,2022
PROJ_0679,rumah_tinggal,54,3,premium,jawa_tengah,2021
PROJ_0680,gedung_sekolah,170,3,premium,luar_jawa,2022
PROJ_0681,gedung_sekolah,383,1,premium,jawa_tengah,2023
PROJ_0682,kantor,246,2,menengah,jawa_timur,2023
PROJ_0683,rumah_tinggal,342,1,standar,jawa_tengah,2021
PROJ_0684,rumah_tinggal,203,3,standar,luar_jawa,2022
PROJ_0685,ruko,205,3,standar,luar_jawa,2022
PROJ_0686,gedung_sekolah,218,2,standar,jawa_timur,2023
PROJ_0687,rumah_tinggal,296,1,standar,jawa_timur,2022
PROJ_0688,rumah_tinggal,309,2,menengah,jawa_timur,2022
PROJ_0689,gedung_sekolah,456,1,premium,luar_jawa,2021
PROJ_0690,ruko,123,2,premium,luar_jawa,2021
PROJ_0691,kantor,194,3,standar,jawa_barat,2021
PROJ_0692,kantor,251,2,standar,luar_jawa,2021
PROJ_0693,kantor,94,3,premium,jawa_tengah,2020
PROJ_0694,rumah_tinggal,186,3,premium,jawa_timur,2020
PROJ_0695,kantor,340,3,premium,jawa_tengah,2022
PROJ_0696,ruko,177,1,premium,luar_jawa,2023
PROJ_0697,gedung_sekolah,187,3,premium,jawa_timur,2020
PROJ_0698,rumah_tinggal,111,3,menengah,jawa_barat,2023
PROJ_0699,ruko,435,3,standar,luar_jawa,2020
PROJ_0700,kantor,459,3,standar,jawa_barat,2020
PROJ_0701,kantor,96,3,menengah,jawa_tengah,2021
PROJ_0702,gedung_sekolah,391,1,menengah,jawa_timur,2021
PROJ_0703,kantor,167,1,premium,jawa_barat,2022
PROJ_0704,kantor,460,3,premium,jawa_timur,2022
PROJ_0705,ruko,129,3,standar,jawa_barat,2022
PROJ_0706,gedung_sekolah,289,3,menengah,jawa_tengah,2023
PROJ_0707,gedung_sekolah,478,2,premium,jawa_timur,2022
PROJ_0708,rumah_tinggal,381,1,premium,jawa_timur,2021
PROJ_0709,kantor,326,1,premium,jawa_tengah,2021
PROJ_0710,ruko,369,3,standar,luar_jawa,2022
PROJ_0711,ruko,221,2,menengah,jawa_timur,2022
PROJ_0712,gedung_sekolah,288,1,premium,luar_jawa,2022
PROJ_0713,ruko,221,3,standar,jawa_barat,2023
PROJ_0714,gedung_sekolah,482,2,premium,jawa_timur,2021
PROJ_0715,rumah_tinggal,241,1,premium,jawa_barat,2023
PROJ_0716,rumah_tinggal,429,3,premium,jawa_tengah,2021
PROJ_0717,ruko,185,3,standar,jawa_timur,2022
PROJ_0718,gedung_sekolah,362,2,standar,jawa_tengah,2021
PROJ_0719,gedung_sekolah,329,3,standar,luar_jawa,2021
PROJ_0720,rumah_tinggal,411,1,menengah,jawa_tengah,2021
PROJ_0721,gedung_sekolah,459,3,menengah,jawa_barat,2023
PROJ_0722,gedung_sekolah,182,3,premium,jawa_timur,2023
PROJ_0723,rumah_tinggal,489,1,menengah,jawa_timur,2022
PROJ_0724,rumah_tinggal,498,3,premium,jawa_tengah,2020
PROJ_0725,rumah_tinggal,389,1,standar,luar_jawa,2021
PROJ_0726,kantor,326,2,premium,jawa_barat,2022
PROJ_0727,rumah_tinggal,147,2,standar,luar_jawa,2022
PROJ_0728,rumah_tinggal,330,1,menengah,luar_jawa,2021
PROJ_0729,ruko,155,2,standar,luar_jawa,2022
PROJ_0730,kantor,204,2,menengah,luar_jawa,2021
PROJ_0731,gedung_sekolah,137,2,menengah,jawa_barat,2023
PROJ_0732,ruko,170,3,premium,jawa_timur,2022
PROJ_0733,rumah_tinggal,113,2,standar,luar_jawa,2020
PROJ_0734,ruko,54,2,premium,jawa_tengah,2021
PROJ_0735,rumah_tinggal,406,1,standar,jawa_timur,2023
PROJ_0736,gedung_sekolah,144,1,premium,luar_jawa,2022
PROJ_0737,gedung_sekolah,395,2,standar,jawa_tengah,2020
PROJ_0738,gedung_sekolah,89,2,menengah,jawa_tengah,2021
PROJ_0739,kantor,499,1,standar,jawa_barat,2020
PROJ_0740,rumah_tinggal,474,1,premium,luar_jawa,2020
PROJ_0741,rumah_tinggal,232,2,standar,jawa_tengah,2022
PROJ_0742,rumah_tinggal,443,3,standar,jawa_barat,2021
PROJ_0743,gedung_sekolah,491,2,premium,jawa_barat,2020
PROJ_0744,ruko,471,1,premium,jawa_barat,2022
PROJ_0745,gedung_sekolah,402,1,menengah,jawa_tengah,2021
PROJ_0746,ruko,256,3,standar,jawa_tengah,2020
PROJ_0747,kantor,343,2,standar,jawa_timur,2020
PROJ_0748,kantor,365,3,standar,jawa_timur,2022
PROJ_0749,ruko,117,1,premium,jawa_tengah,2021
PROJ_0750,gedung_sekolah,270,2,menengah,jawa_timur,2020
PROJ_0751,rumah_tinggal,268,1,premium,jawa_tengah,2022
PROJ_0752,gedung_sekolah,405,2,premium,luar_jawa,2020
PROJ_0753,rumah_tinggal,496,1,menengah,luar_jawa,2023
PROJ_0754,kantor,50,2,premium,luar_jawa,2020
PROJ_0755,gedung_sekolah,80,3,standar,jawa_timur,2022
PROJ_0756,gedung_sekolah,90,3,standar,luar_jawa,2021
PROJ_0757,ruko,183,1,standar,jawa_timur,2021
PROJ_0758,ruko,118,2,menengah,jawa_barat,2020
PROJ_0759,gedung_sekolah,59,2,menengah,jawa_tengah,2022
PROJ_0760,gedung_sekolah,390,2,standar,jawa_timur,2021
PROJ_0761,ruko,401,3,menengah,jawa_barat,2023
PROJ_0762,gedung_sekolah,456,3,menengah,jawa_barat,2023
PROJ_0763,ruko,229,2,standar,jawa_timur,2021
PROJ_0764,gedung_sekolah,145,3,premium,jawa_barat,2022
PROJ_0765,rumah_tinggal,407,1,standar,jawa_tengah,2021
PROJ_0766,gedung_sekolah,138,3,standar,jawa_timur,2021
PROJ_0767,kantor,102,2,standar,jawa_tengah,2023
PROJ_0768,ruko,460,1,premium,jawa_barat,2021
PROJ_0769,gedung_sekolah,107,1,standar,jawa_tengah,2022
PROJ_0770,gedung_sekolah,166,1,standar,jawa_timur,2022
PROJ_0771,kantor,60,1,menengah,luar_jawa,2020
PROJ_0772,kantor,76,2,menengah,jawa_timur,2023
PROJ_0773,kantor,395,1,premium,luar_jawa,2020
PROJ_0774,gedung_sekolah,192,2,standar,luar_jawa,2022
PROJ_0775,kantor,417,2,standar,jawa_timur,2020
PROJ_0776,kantor,48,1,menengah,jawa_barat,2020
PROJ_0777,ruko,435,1,premium,jawa_tengah,2023
PROJ_0778,rumah_tinggal,292,2,menengah,luar_jawa,2021
PROJ_0779,kantor,416,1,standar,jawa_tengah,2020
PROJ_0780,kantor,232,2,standar,luar_jawa,2022
PROJ_0781,ruko,378,2,menengah,jawa_timur,2021
PROJ_0782,kantor,187,3,menengah,luar_jawa,2020
PROJ_0783,gedung_sekolah,269,2,standar,jawa_timur,2023
PROJ_0784,ruko,367,2,standar,luar_jawa,2021
PROJ_0785,ruko,206,2,premium,jawa_barat,2020
PROJ_0786,rumah_tinggal,326,1,standar,jawa_barat,2022
PROJ_0787,rumah_tinggal,384,3,menengah,jawa_tengah,2020
PROJ_0788,ruko,388,1,standar,jawa_tengah,2021
PROJ_0789,rumah_tinggal,117,1,standar,luar_jawa,2020
PROJ_0790,kantor,56,3,standar,luar_jawa,2020
PROJ_0791,gedung_sekolah,220,3,standar,jawa_barat,2023
PROJ_0792,gedung_sekolah,432,1,standar,jawa_barat,2023
PROJ_0793,kantor,339,1,premium,jawa_timur,2021
PROJ_0794,rumah_tinggal,461,2,premium,luar_jawa,2020
PROJ_0795,ruko,442,3,standar,jawa_barat,2023
PROJ_0796,ruko,479,3,standar,jawa_tengah,2021
PROJ_0797,kantor,125,2,menengah,jawa_timur,2020
PROJ_0798,gedung_sekolah,255,2,standar,jawa_timur,2023
PROJ_0799,gedung_sekolah,170,1,menengah,jawa_tengah,2022
PROJ_0800,ruko,38,2,menengah,jawa_barat,2022
PROJ_0801,rumah_tinggal,291,2,standar,luar_jawa,2023
PROJ_0802,gedung_sekolah,208,3,menengah,luar_jawa,2021
PROJ_0803,rumah_tinggal,48,2,premium,jawa_barat,2020
PROJ_0804,ruko,467,2,standar,luar_jawa,2021
PROJ_0805,gedung_sekolah,261,2,premium,jawa_timur,2021
PROJ_0806,rumah_tinggal,169,2,premium,jawa_barat,2021
PROJ_0807,ruko,387,1,standar,luar_jawa,2023
PROJ_0808,kantor,197,2,standar,jawa_barat,2020
PROJ_0809,kantor,214,3,premium,jawa_barat,2021
PROJ_0810,ruko,97,2,menengah,jawa_barat,2020
PROJ_0811,ruko,182,2,premium,jawa_tengah,2022
PROJ_0812,gedung_sekolah,332,3,standar,jawa_timur,2023
PROJ_0813,ruko,66,2,premium,jawa_tengah,2020
PROJ_0814,gedung_sekolah,40,1,premium,jawa_timur,2022
PROJ_0815,gedung_sekolah,451,3,premium,jawa_tengah,2022
PROJ_0816,rumah_tinggal,397,1,premium,jawa_timur,2023
PROJ_0817,rumah_tinggal,449,1,standar,luar_jawa,2021
PROJ_0818,ruko,421,2,standar,jawa_timur,2023
PROJ_0819,gedung_sekolah,470,2,menengah,jawa_barat,2020
PROJ_0820,kantor,193,1,menengah,luar_jawa,2021
PROJ_0821,ruko,307,2,menengah,luar_jawa,2020
PROJ_0822,gedung_sekolah,175,3,standar,luar_jawa,2020
PROJ_0823,rumah_tinggal,135,3,premium,jawa_timur,2020
PROJ_0824,ruko,228,1,premium,jawa_barat,2020
PROJ_0825,rumah_tinggal,232,2,menengah,jawa_tengah,2020
PROJ_0826,gedung_sekolah,72,1,premium,jawa_tengah,2022
PROJ_0827,gedung_sekolah,435,1,menengah,jawa_timur,2021
PROJ_0828,rumah_tinggal,195,2,standar,jawa_barat,2020
PROJ_0829,kantor,61,2,menengah,jawa_timur,2021
PROJ_0830,kantor,194,1,standar,jawa_tengah,2023
PROJ_0831,rumah_tinggal,319,2,standar,luar_jawa,2020
PROJ_0832,gedung_sekolah,407,3,premium,luar_jawa,2020
PROJ_0833,rumah_tinggal,467,3,standar,jawa_barat,2020
PROJ_0834,kantor,385,1,premium,jawa_barat,2020
PROJ_0835,kantor,89,2,menengah,jawa_barat,2022
PROJ_0836,kantor,224,1,menengah,luar_jawa,2020
PROJ_0837,rumah_tinggal,431,3,premium,jawa_tengah,2023
PROJ_0838,ruko,83,3,premium,luar_jawa,2022
PROJ_0839,ruko,280,1,standar,jawa_timur,2023
PROJ_0840,kantor,241,1,menengah,luar_jawa,2020
PROJ_0841,ruko,222,1,standar,jawa_tengah,2021
PROJ_0842,gedung_sekolah,253,3,menengah,luar_jawa,2020
PROJ_0843,kantor,303,3,menengah,jawa_barat,2023
PROJ_0844,kantor,465,1,menengah,jawa_tengah,2023
PROJ_0845,gedung_sekolah,490,1,premium,jawa_tengah,2021
PROJ_0846,gedung_sekolah,282,2,standar,jawa_tengah,2021
PROJ_0847,kantor,486,3,standar,luar_jawa,2021
PROJ_0848,kantor,409,2,premium,luar_jawa,2023
PROJ_0849,kantor,307,2,menengah,jawa_timur,2020
PROJ_0850,gedung_sekolah,339,1,premium,jawa_tengah,2020
PROJ_0851,kantor,125,3,menengah,jawa_tengah,2020
PROJ_0852,gedung_sekolah,406,3,menengah,jawa_tengah,2020
PROJ_0853,gedung_sekolah,309,2,menengah,jawa_timur,2021
PROJ_0854,gedung_sekolah,345,2,premium,jawa_tengah,2021
PROJ_0855,kantor,236,3,menengah,jawa_timur,2022
PROJ_0856,gedung_sekolah,211,3,menengah,jawa_barat,2023
PROJ_0857,ruko,468,3,premium,jawa_tengah,2021
PROJ_0858,rumah_tinggal,394,1,premium,luar_jawa,2021
PROJ_0859,ruko,245,3,menengah,jawa_timur,2022
PROJ_0860,rumah_tinggal,214,2,menengah,luar_jawa,2021
PROJ_0861,ruko,341,2,premium,jawa_timur,2022
PROJ_0862,ruko,207,1,menengah,jawa_tengah,2023
PROJ_0863,gedung_sekolah,196,1,menengah,jawa_barat,2021
PROJ_0864,gedung_sekolah,282,1,premium,luar_jawa,2021
PROJ_0865,gedung_sekolah,113,2,premium,luar_jawa,2022
PROJ_0866,rumah_tinggal,485,2,menengah,jawa_barat,2023
PROJ_0867,rumah_tinggal,135,3,standar,jawa_timur,2022
