,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"123.139,90"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"12.313,99"
,F,Harga Satuan Pekerjaan (D+E),,,,,"135.453,89"
,,,,,,,
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m2 Plesteran 1SP : 3PP Tebal 15mm,,,
,SATUAN PEMBAYARAN,,,: m2,,,
,KODE ANALASISA,,,: 3.7.3,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,,Pekerja,L.01,OH,200,"179.316,56","35.863,31"
,2,Tukang,L.02,OH,"1,000","184.316,56","18.431,66"
,3,Kepala Tukang,L.03,OH,100,"189.316,56","1.893,17"
,4,Mandor,L.04,OH,33,"194.316,56","641,24"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Semen Portland,,Kg,"7,776","1.700,00","13.219,20"
,1,Pasir Pasang,,m3,23,"150.170,00","3.453,91"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"73.502,49"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"7.350,25"
,F,Harga Satuan Pekerjaan (D+E),,,,,"80.852,74"
,,,,,,,
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m2 Acian,,,
,SATUAN PEMBAYARAN,,,: m2,,,
,KODE ANALASISA,,,: 3.7.8,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,,Pekerja,L.01,OH,200,"179.316,56","35.863,31"
,2,Tukang,L.02,OH,"1,000","184.316,56","18.431,66"
,3,Kepala Tukang,L.03,OH,100,"189.316,56","1.893,17"
,4,Mandor,L.04,OH,33,"194.316,56","641,24"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Semen Portland,,Kg,"3,25","1.700,00","5.525,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"62.354,38"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"6.235,44"
,F,Harga Satuan Pekerjaan (D+E),,,,,"68.589,82"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Fan Louvre 750 x 400 mm,,,
,SATUAN PEMBAYARAN,,,: unit,,,
,KODE ANALASISA,,,: 5.5.2.27,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,255,"179.316,56","45.725,72"
,2,Tukang,L.02,OH,"4,250","184.316,56","78.334,54"
,3,Kepala Tukang,L.03,OH,430,"189.316,56","8.140,61"
,4,Mandor,L.04,OH,140,"194.316,56","2.720,43"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Fan Louvre,
 750 x 400 mm dan
 aksesoris",,unit,"1,1","300.000,00","330.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"464.921,31"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"46.492,13"
,F,Harga Satuan Pekerjaan (D+E),,,,,"511.413,44"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 titik Instalasi Lampu,,,
,SATUAN PEMBAYARAN,,,: ttitk,,,
,KODE ANALASISA,,,: 5.3.1.1,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,TENAGA KERJA,,,,,
,1,Pekerja,L.01,OH,"0,19","179.316,56","34.070,15"
,2,Tukang Listrik /Elektronik,L.02,OH,318,"184.316,56","58.612,67"
,3,Kepala Tukang,L.03,OH,32,"189.316,56","6.058,13"
,4,Mandor,L.04,OH,11,"194.316,56","2.137,48"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel NYM 3 x 2.5,,m,"8,80","80.000,00","704.000,00"
,2,Conduit HI 20 mm,,m,"8,80","4.940,43","43.475,78"
,3,T Dus,,buah,"1,00","2.909,49","2.909,49"
,4,Socket Conduit 20 mm,,buah,"5,00","5.172,00","25.860,00"
,5,Klem 20 mm,,buah,"10,00","2.000,00","20.000,00"
,6,Fischer S6 + sekrup,,buah,"15,00","5.000,00","75.000,00"
,7,Flexible Conduit 20mm,,m,"1,00","2.963,00","2.963,00"
,8,Elbow,,buah,"4,00","1.000,00","4.000,00"
,9,Isolasi,,m,"0,50","4.802,60","2.401,30"
,10,Lasdop,,buah,"4,00","150,00","600,00"
,,,,,,,
,C,PERALATAN,,,,,
,JUMLAH HARGA BAHAN,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"982.088,00"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"9,820,880,005"
,F,Harga Satuan Pekerjaan (D+E),,,,,"1.080.296,80"
,,,,,,,
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 titik Instalasi Stop Kontak,,,
,SATUAN PEMBAYARAN,,,: ttitk,,,
,KODE ANALASISA,,,: 5.1.5.13,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,TENAGA KERJA,,,,,
,1,Pekerja,L.01,OH,205,"179.316,56","36.759,90"
,2,Tukang Listrik /Elektronik,L.02,OH,342,"184.316,56","63.036,26"
,3,Kepala Tukang,L.03,OH,34,"189.316,56","6.436,76"
,4,Mandor,L.04,OH,11,"194.316,56","2.137,48"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel NYM 3 x 2.5,,m,"14,30","80.000,00","1.144.000,00"
,2,Conduit HI 20 mm,,m,"14,30","4.940,43","70.648,15"
,3,T Dus,,buah,"1,00","2.909,49","2.909,49"
,4,Socket Conduit 20 mm,,buah,"8,00","5.172,00","41.376,00"
,5,Klem 20 mm,,buah,"8,00","2.000,00","16.000,00"
,6,Fischer S6 + sekrup,,buah,"12,00","5.000,00","60.000,00"
,8,Elbow,,buah,"4,00","1.000,00","4.000,00"
,9,Isolasi,,m,"0,50","4.802,60","2.401,30"
,10,Lasdop,,buah,"4,00","150,00","600,00"
,,,,,,,
,C,PERALATAN,,,,,
,JUMLAH HARGA BAHAN,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"1.450.305,34"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"1,450,305,345"
,F,Harga Satuan Pekerjaan (D+E),,,,,"1.595.335,88"
,,,,,,,
,JENIS PEKERJAAN,,,": Pemasangan 1 buah water meter, Dia. 3"" (80 mm)",,,
,SATUAN PEMBAYARAN,,,: Buah,,,
,KODE ANALASISA,,,: 6.5.11.6,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,471,"179.316,56","84.458,10"
,2,Tukang,L.02,OH,"7,870","184.316,56","145.057,14"
,3,Kepala Tukang,L.03,OH,790,"189.316,56","14.956,01"
,4,Mandor,L.04,OH,240,"194.316,56","4.663,60"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Water meter ; Dia. 3“ (80 mm) + Material
 Bantu",,unit,"1,3","5.400.000,00","7.020.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"7.269.134,84"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"726.913,48"
,F,Harga Satuan Pekerjaan (D+E),,,,,"7.996.048,33"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan Trackstang 12,,,
,SATUAN PEMBAYARAN,,,: Kg,,,
,KODE ANALASISA,,,: (Analisa PU2016A.4.1.1.17),,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,7,"179.316,56","1.255,22"
,2,Tukang,L.02,OH,70,"184.316,56","1.290,22"
,3,Kepala Tukang,L.03,OH,7,"189.316,56","132,52"
,4,Mandor,L.04,OH,4,"194.316,56","77,73"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Baja Tulangan Polos (BJTP),C01,kg,"1,05","10.500,00","11.025,00"
,2,Kawat Ikat beton,C04,kg,15,"22.000,00","330,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"14.110,68"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"1.411,07"
,F,Harga Satuan Pekerjaan (D+E),,,,,"15.521,75"
,,,,,,,
,JENIS PEKERJAAN,,,: 1 kg Pemasangan besi Kanal C,,,
,SATUAN PEMBAYARAN,,,: Kg,,,
,KODE ANALASISA,,,:,,,
,,,,,,,
,No.,Uraian,Kode,Satuan,Koefisien,Harga Satuan (Rp),Jumlah Harga ( Rp)
,1,TENAGA KERJA',,,,,
,,Pekerja,,OH,48,"179.316,56","8.517,54"
,,Tukang,,OH,29,"184.316,56","5.345,18"
,,Kepala tukang,,OH,5,"189.316,56","899,25"
,,Mandor,,OH,3,"194.316,56","485,79"
,,JUMLAH PEKERJA,,,,,
,2,BAHAN,,,,,
,,Canal C,,kg,"1,150","15.400,00","17.710,00"
,,,,,,,
,,JUMLAH BAHAN,,,,,
,3,ALAT,,,,,
,,,,,,,
,E,"Jumlah harga tenaga, bahan dan peralatan",,,,,"32.957,76"
,F,Biaya umum dan keuntungan (10%),,,,,"3.295,78"
,G,Harga satuan pekerjaan ( E+F ),,,,,"36.253,54"
,,,,,,,
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan kabel tray 300x100,,,
,SATUAN PEMBAYARAN,,,:,,,
,KODE ANALASISA,,,: 6.5.11.6,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,119,"179.316,56","21.338,67"
,2,Tukang Listrik /Elektronik,L.02,OH,"1,990","184.316,56","36.679,00"
,3,Kepala Tukang,L.03,OH,200,"189.316,56","3.786,33"
,4,Mandor,L.04,OH,70,"194.316,56","1.360,22"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel Tray 300 x 100 mm TRU Powder Coating dan aksesoris,,unit,"1,25","450.000,00","562.500,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"625.664,21"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"62.566,42"
,F,Harga Satuan Pekerjaan (D+E),,,,,"688.230,64"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan kabel tray 300x50,,,
,SATUAN PEMBAYARAN,,,:,,,
,KODE ANALASISA,,,: 6.5.11.6,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,119,"179.316,56","21.338,67"
,2,Tukang Listrik /Elektronik,L.02,OH,"1,990","184.316,56","36.679,00"
,3,Kepala Tukang,L.03,OH,200,"189.316,56","3.786,33"
,4,Mandor,L.04,OH,70,"194.316,56","1.360,22"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel Tray 300 x 50 mm TRU Powder Coating dan aksesoris,,unit,"1,25","350.000,00","437.500,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"500.664,21"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"50.066,42"
,F,Harga Satuan Pekerjaan (D+E),,,,,"550.730,64"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m2 Atap Spandex Pasir,,,
,SATUAN PEMBAYARAN,,,: m2,,,
,KODE ANALASISA,,,: 3.1.3.2,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,150,"179.316,56","26.897,48"
,2,Tukang kayu,L.02,OH,"7,500","184.316,56","138.237,42"
,3,Kepala Tukang,L.03,OH,750,"189.316,56","14.198,74"
,4,Mandor,L.04,OH,250,"194.316,56","4.857,91"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Aluminium Gelombang Ukuran95cmx180cm,,lembar,"0,75","300.000,00","225.000,00"
,2,Paku Pancing,,kg,"0,02","15.500,00","310,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"409.501,56"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"40.950,16"
,F,Harga Satuan Pekerjaan (D+E),,,,,"450.451,72"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m2 Atap Spandex Pasir,,,
,SATUAN PEMBAYARAN,,,: m,,,
,KODE ANALASISA,,,: 3.1.3.2,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,100,"179.316,56","17.931,66"
,2,Tukang kayu,L.02,OH,"10,000","184.316,56","184.316,56"
,3,Kepala Tukang,L.03,OH,"1,000","189.316,56","18.931,66"
,4,Mandor,L.04,OH,333,"194.316,56","6.470,74"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Nok Standar,,lembar,"1,2","85.000,00","102.000,00"
,2,Paku Pancing,,kg,"0,02","15.500,00","310,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"329.960,62"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"32.996,06"
,F,Harga Satuan Pekerjaan (D+E),,,,,"362.956,68"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Saklar Ganda,,,
,SATUAN PEMBAYARAN,,,: Unit,,,
,KODE ANALASISA,,,: 5.1.5.2,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,31,"179.316,56","5.558,81"
,2,Tukang kayu,L.02,OH,52,"184.316,56","9.584,46"
,3,Kepala Tukang,L.03,OH,5,"189.316,56","946,58"
,4,Mandor,L.04,OH,2,"194.316,56","388,63"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Saklar Ganda,,Buah,"1,1","26.000,00","28.600,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"45.078,49"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"4.507,85"
,F,Harga Satuan Pekerjaan (D+E),,,,,"49.586,34"
,,,,,,,
,JENIS PEKERJAAN,,,:Pemasangan 1 m2 BJLS 50 (Tanpa Isolasi),,,
,SATUAN PEMBAYARAN,,,:,,,
,KODE ANALASISA,,,: 5.5.3.1,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,31,"179.316,56","5.558,81"
,2,Tukang kayu,L.02,OH,52,"184.316,56","9.584,46"
,3,Kepala Tukang,L.03,OH,5,"189.316,56","946,58"
,4,Mandor,L.04,OH,2,"194.316,56","388,63"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,ZINK BJLS 50 (Tanpa Isolasi),,m2,"1,2","153.000,00","183.600,00"
,1,Flinkote,,lot,"1,0","57.000,00","57.000,00"
,1,Finish Cat,,lot,"1,0","48.000,00","48.000,00"
,1,Hanger + Support,,lot,"1,0","41.500,00","41.500,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"346.578,49"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"34.657,85"
,F,Harga Satuan Pekerjaan (D+E),,,,,"381.236,34"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Lampu High Bay 200 Watt,,,
,SATUAN PEMBAYARAN,,,: unit,,,
,KODE ANALASISA,,,: 5.3.1.11,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,255,"179.316,56","45.725,72"
,2,Tukang Listrik /Elektronik,L.02,OH,425,"184.316,56","78.334,54"
,3,Kepala Tukang,L.03,OH,43,"189.316,56","8.140,61"
,4,Mandor,L.04,OH,14,"194.316,56","2.720,43"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Lampu High Bay 200 Watt dan aksesoris,,unit,"1,2","3.538.600,00","4.246.320,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"4.381.241,31"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"438.124,13"
,F,Harga Satuan Pekerjaan (D+E),,,,,"4.819.365,44"
,,,,,,,
,JENIS PEKERJAAN,,,": Pengecatan 1 m2 Tembok Baru Eksterior (1 Lapis Cat Dasar, 2 Lapis Cat Penutup)",,,
,SATUAN PEMBAYARAN,,,: m2,,,
,KODE ANALASISA,,,: 3.8.10.2,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,77,"179.316,56","13.789,44"
,2,Tukang Cat/Pelitur,L.02,OH,77,"184.316,56","14.173,94"
,3,Kepala Tukang,L.03,OH,8,"189.316,56","1.457,74"
,4,Mandor,L.04,OH,3,"194.316,56","505,22"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Cat Dasar Tembok,,kg,"0,1","25.000,00","2.500,00"
,1,Cat Tembok Eksterior,,kg,"0,26","48.300,00","12.558,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"44.984,35"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"4.498,43"
,F,Harga Satuan Pekerjaan (D+E),,,,,"49.482,78"
,,,,,,,
,JENIS PEKERJAAN,,,:Pemasangan 1 Unit Tangki Solar harian 500 Liter,,,
,SATUAN PEMBAYARAN,,,: Buah,,,
,KODE ANALASISA,,,: 5.1.3.5,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,"2,500","179.316,56","448.291,41"
,2,Tukang Listrik /Elektronik,L.02,OH,"1,250","184.316,56","230.395,70"
,3,Kepala Tukang,L.03,OH,125,"189.316,56","23.664,57"
,4,Mandor,L.04,OH,42,"194.316,56","8.161,30"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Tangki Solar harian 500 Liter dan aksesoris,,unit,"1,1","22.000.000,00","24.200.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"24.910.512,98"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"2.491.051,30"
,F,Harga Satuan Pekerjaan (D+E),,,,,"27.401.564,28"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Hand Pump Solar,,,
,SATUAN PEMBAYARAN,,,: Unit,,,
,KODE ANALASISA,,,: 5.1.3.6,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,94,"179.316,56","16.855,76"
,2,Tukang Listrik /Elektronik,L.02,OH,94,"184.316,56","17.325,76"
,3,Kepala Tukang,L.03,OH,9,"189.316,56","1.703,85"
,4,Mandor,L.04,OH,3,"194.316,56","582,95"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Hand Pump Solar dan aksesoris,,Buah,"1,1","80.000,00","88.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"124.468,31"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"12.446,83"
,F,Harga Satuan Pekerjaan (D+E),,,,,"136.915,14"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Set Ground tank,,,
,SATUAN PEMBAYARAN,,,: Set,,,
,KODE ANALASISA,,,: 6.1.4.4,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,94,"179.316,56","16.855,76"
,2,Tukang,L.02,OH,94,"184.316,56","17.325,76"
,3,Kepala Tukang,L.03,OH,9,"189.316,56","1.703,85"
,4,Mandor,L.04,OH,3,"194.316,56","582,95"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Ground Tank + Material/aksesoris,,Set,"1,025","14.000.000,00","14.350.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"14.386.468,31"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"1.438.646,83"
,F,Harga Satuan Pekerjaan (D+E),,,,,"15.825.115,14"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m’ Kabel NYY 1 x 300 mm²,,,
,SATUAN PEMBAYARAN,,,: m',,,
,KODE ANALASISA,,,: 5.1.1.1.14,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,83,"179.316,56","14.883,27"
,2,Tukang Listrik /Elektronik,L.02,OH,139,"184.316,56","25.620,00"
,3,Kepala Tukang,L.03,OH,14,"189.316,56","2.650,43"
,4,Mandor,L.04,OH,5,"194.316,56","971,58"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,NYY 1 x 300 mm² dan aksesoris,,M',"13,8","765.990,00","10.570.662,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"10.614.787,29"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"1.061.478,73"
,F,Harga Satuan Pekerjaan (D+E),,,,,"11.676.266,02"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 m’ Kabel NYY 1 x 250 mm²,,,
,SATUAN PEMBAYARAN,,,: m',,,
,KODE ANALASISA,,,: 5.1.1.1.13,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,71,"179.316,56","12.731,48"
,2,Tukang Listrik /Elektronik,L.02,OH,119,"184.316,56","21.933,67"
,3,Kepala Tukang,L.03,OH,12,"189.316,56","2.271,80"
,4,Mandor,L.04,OH,4,"194.316,56","777,27"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,NYY 1 x 250 mm² dan aksesoris,,M',"8,05","480.000,00","3.864.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"3.901.714,21"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"390.171,42"
,F,Harga Satuan Pekerjaan (D+E),,,,,"4.291.885,63"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Kabel Ladder 500 x 200 mm,,,
,SATUAN PEMBAYARAN,,,: unit,,,
,KODE ANALASISA,,,: 5.1.1.12.11,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,119,"179.316,56","21.338,67"
,2,Tukang Listrik /Elektronik,L.02,OH,199,"184.316,56","36.679,00"
,3,Kepala Tukang,L.03,OH,20,"189.316,56","3.786,33"
,4,Mandor,L.04,OH,7,"194.316,56","1.360,22"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel Ladder 500 x 200 mm dan aksesoris,,unit,"1,2","382.428,00","458.913,60"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"522.077,81"
